chromosome	family	start	end	size	genes
2	73	9551864	9601245	6	Os02g0267200,Os02g0267700,Os02g0267900,Os02g0268050,Os02g0268400,Os02g0268600
2	284	9552146	9578763	3	Os02g0267350,Os02g0267832,Os02g0267975
2	290	9580486	9587998	2	Os02g0268100,Os02g0268300
2	284	9589735	9601000	2	Os02g0268500,Os02g0268675
2	23	9650760	9829343	6	Os02g0269600,Os02g0270200,Os02g0270800,Os02g0270900,Os02g0271000,Os02g0271600
2	1555	9913947	9954960	2	Os02g0272850,Os02g0273100
2	3554	10135285	10155192	2	Os02g0276200,Os02g0276400
2	18	10447151	10539146	3	Os02g0281200,Os02g0282000,Os02g0282500
2	3555	10509169	10543155	2	Os02g0282100,Os02g0282600
2	1	10634660	10679056	2	Os02g0283800,Os02g0284300
2	53	10854309	10859012	2	Os02g0287800,Os02g0287900
2	190	10880647	10914600	2	Os02g0288400,Os02g0288700
2	341	11015828	11059975	2	Os02g0291000,Os02g0291400
2	33	11071696	11120334	2	Os02g0291600,Os02g0292600
2	970	11209135	11294043	2	Os02g0294700,Os02g0295700
2	1	11427608	11473389	2	Os02g0298200,Os02g0299000
2	678	11716855	11753711	3	Os02g0302200,Os02g0302450,Os02g0302700
2	215	12039257	12079958	3	Os02g0307075,Os02g0307400,Os02g0307700
2	126	12113907	12129233	2	Os02g0308400,Os02g0308800
2	20	12143096	12219582	4	Os02g0309200,Os02g0309500,Os02g0310500,Os02g0311150
2	192	12600520	12618437	2	Os02g0317300,Os02g0317500
2	496	12650106	12657291	2	Os02g0318200,Os02g0318400
2	81	12664725	12680627	3	Os02g0318450,Os02g0318500,Os02g0318600
2	105	13367971	13498320	3	Os02g0329800,Os02g0330200,Os02g0331200
2	46	14333093	14356170	2	Os02g0445100,Os02g0445600
2	718	15044721	15059599	2	Os02g0454500,Os02g0454700
2	60	15130358	15134819	2	Os02g0455800,Os02g0455900
2	365	15203967	15226211	2	Os02g0457100,Os02g0457300
2	741	15204072	15226012	2	Os02g0457175,Os02g0457325
2	87	16082576	16091031	2	Os02g0472500,Os02g0472566
2	341	16503646	16534304	2	Os02g0480466,Os02g0480800
2	163	16678288	16703949	3	Os02g0483500,Os02g0483800,Os02g0484200
2	163	16750745	16836043	3	Os02g0485000,Os02g0485800,Os02g0486500
2	52	17165188	17175893	3	Os02g0491600,Os02g0491700,Os02g0491800
2	41	17183488	17335567	8	Os02g0491900,Os02g0492000,Os02g0492600,Os02g0492900,Os02g0493050,Os02g0493300,Os02g0494000,Os02g0494400
2	6	17676359	17808857	3	Os02g0500700,Os02g0502300,Os02g0503100
2	6	17862192	17886285	5	Os02g0503700,Os02g0503800,Os02g0503850,Os02g0503900,Os02g0504000
2	367	18145538	18211991	3	Os02g0508100,Os02g0508801,Os02g0509500
2	668	18277595	18310133	2	Os02g0511100,Os02g0511400
2	110	18845552	18878500	2	Os02g0518600,Os02g0519100
2	743	19011509	19020302	2	Os02g0521500,Os02g0521600
2	185	19039879	19050754	2	Os02g0522100,Os02g0522300
2	743	19058884	19072348	2	Os02g0522700,Os02g0522800
2	1359	19834281	19838827	2	Os02g0537000,Os02g0537100
2	229	21246217	21291741	6	Os02g0559500,Os02g0559900,Os02g0560300,Os02g0560700,Os02g0561100,Os02g0561500
2	4	21250083	21308677	7	Os02g0559800,Os02g0560200,Os02g0560600,Os02g0561000,Os02g0561400,Os02g0561800,Os02g0561900
2	6	21662608	21813457	5	Os02g0569000,Os02g0569400,Os02g0569900,Os02g0570500,Os02g0570700
2	262	21853581	21914209	3	Os02g0571300,Os02g0571800,Os02g0572050
2	4	21917368	21926203	2	Os02g0572200,Os02g0572300
2	89	21995524	22041979	4	Os02g0573500,Os02g0574000,Os02g0574100,Os02g0574500
2	276	22311834	22321276	2	Os02g0579800,Os02g0580000
2	386	22468206	22475689	2	Os02g0582600,Os02g0582800
2	2490	22509550	22531379	2	Os02g0583700,Os02g0584200
2	386	22550855	22562946	4	Os02g0584700,Os02g0584800,Os02g0585100,Os02g0585200
2	3643	22572570	22580613	2	Os02g0585700,Os02g0586000
2	3644	22622384	22627180	2	Os02g0586900,Os02g0587000
2	354	22722799	22726713	2	Os02g0589000,Os02g0589100
2	354	22757091	22808493	5	Os02g0589700,Os02g0589900,Os02g0590000,Os02g0590200,Os02g0590400
2	1809	23069835	23085477	2	Os02g0594900,Os02g0595100
2	191	23209707	23219912	2	Os02g0597200,Os02g0597300
2	1811	23272523	23384449	3	Os02g0598400,Os02g0598800,Os02g0599100
2	140	23279868	23460491	6	Os02g0598500,Os02g0599150,Os02g0599151,Os02g0599200,Os02g0599700,Os02g0600033
2	1629	23285971	23333734	2	Os02g0598600,Os02g0598900
2	24	23651854	23664459	2	Os02g0603700,Os02g0604000
2	816	23688585	23712446	4	Os02g0604600,Os02g0604700,Os02g0604800,Os02g0605000
2	816	23784761	23812868	3	Os02g0607000,Os02g0607100,Os02g0607400
2	669	23849743	23864592	2	Os02g0608100,Os02g0608300
2	1814	23885640	23890742	2	Os02g0608550,Os02g0608600
2	2	23952926	23967661	2	Os02g0609900,Os02g0610000
2	2	24293057	24374397	5	Os02g0614966,Os02g0615400,Os02g0615500,Os02g0615800,Os02g0616100
2	3666	24432055	24467715	2	Os02g0616800,Os02g0617075
2	2497	24683709	24692736	2	Os02g0620500,Os02g0620600
2	2498	24683711	24692425	2	Os02g0620533,Os02g0620566
2	1	24862203	24874196	3	Os02g0623600,Os02g0623932,Os02g0624100
2	477	24973448	25009018	4	Os02g0626100,Os02g0626400,Os02g0626600,Os02g0627100
2	1	25348252	25377893	3	Os02g0632800,Os02g0632900,Os02g0633066
2	942	25411509	25415658	2	Os02g0633700,Os02g0633900
2	3678	25459520	25469526	2	Os02g0635000,Os02g0635200
2	476	25523466	25529056	2	Os02g0636600,Os02g0636700
2	329	25727478	25736658	2	Os02g0640600,Os02g0640800
2	13	25759841	25780795	2	Os02g0641300,Os02g0641900
2	1014	26034336	26085467	2	Os02g0646500,Os02g0647900
2	182	26171617	26202104	2	Os02g0649900,Os02g0650300
2	1030	26381932	26389528	2	Os02g0654000,Os02g0654100
2	9	26422187	26457942	2	Os02g0654700,Os02g0655200
2	9	26524619	26552002	2	Os02g0656600,Os02g0657000
2	293	26579595	26582533	2	Os02g0657775,Os02g0657850
2	557	26639629	26650194	2	Os02g0658651,Os02g0658850
2	26	26668796	26690900	2	Os02g0659100,Os02g0659500
2	2510	26701872	26756492	2	Os02g0659700,Os02g0660800
2	76	26804988	26815393	2	Os02g0662000,Os02g0662100
2	541	26841588	26854948	2	Os02g0662700,Os02g0663100
2	1826	26841960	26854630	2	Os02g0662900,Os02g0663200
2	1686	27092039	27098562	2	Os02g0667100,Os02g0667300
2	33	27156852	27162721	2	Os02g0668900,Os02g0669000
2	511	27386926	27394188	2	Os02g0673000,Os02g0673100
2	9	27621222	27654206	2	Os02g0676800,Os02g0677300
2	4	27887212	27915788	2	Os02g0682300,Os02g0682700
2	103	28132758	28154410	3	Os02g0686700,Os02g0686800,Os02g0687200
2	1067	28532904	28548337	3	Os02g0694400,Os02g0694600,Os02g0694700
2	540	28582125	28587965	2	Os02g0695800,Os02g0695900
2	1242	29226814	29234195	2	Os02g0707000,Os02g0707100
2	1	29515727	29523253	2	Os02g0712600,Os02g0712700
2	27	29890269	29916314	3	Os02g0720500,Os02g0720600,Os02g0720900
2	82	29919262	29923177	2	Os02g0721100,Os02g0721200
2	401	30164300	30192488	2	Os02g0725700,Os02g0725900
2	138	30343011	30347793	2	Os02g0729100,Os02g0729200
2	559	30631324	30654596	3	Os02g0734400,Os02g0734500,Os02g0734600
2	3730	30763036	30766141	2	Os02g0736700,Os02g0736900
2	1394	30775901	30785350	3	Os02g0737200,Os02g0737300,Os02g0737401
2	3159	30787801	30799746	2	Os02g0737950,Os02g0738100
2	2537	31069218	31083766	2	Os02g0742000,Os02g0742100
2	45	31120649	31129535	2	Os02g0742800,Os02g0742900
2	225	31521135	31524806	2	Os02g0749800,Os02g0749900
2	5	31787348	31807800	3	Os02g0755500,Os02g0755600,Os02g0755900
2	391	31824134	31852644	4	Os02g0756200,Os02g0756600,Os02g0756800,Os02g0757100
2	2264	32088131	32093988	2	Os02g0761900,Os02g0762100
2	199	32164570	32199486	5	Os02g0763200,Os02g0763800,Os02g0763900,Os02g0764200,Os02g0764400
2	528	32243175	32250174	2	Os02g0765400,Os02g0765600
2	38	32454551	32462832	2	Os02g0769700,Os02g0769800
2	1	32886861	32918514	2	Os02g0777400,Os02g0777800
2	23	32976864	32987749	3	Os02g0778900,Os02g0779000,Os02g0779200
2	23	33008514	33048003	2	Os02g0779900,Os02g0780200
2	694	33324540	33355213	3	Os02g0785000,Os02g0785200,Os02g0785700
2	575	33361926	33380829	2	Os02g0785900,Os02g0786000
2	87	33408020	33427781	3	Os02g0786500,Os02g0786900,Os02g0787000
2	14	33491615	33495763	2	Os02g0788300,Os02g0788400
2	127	33821223	33828267	2	Os02g0795666,Os02g0795732
2	1587	33843885	33847806	2	Os02g0796000,Os02g0796100
2	2557	33914149	33928995	2	Os02g0796900,Os02g0797200
2	4	33976614	33995753	2	Os02g0798200,Os02g0798600
2	560	33982930	33987712	2	Os02g0798400,Os02g0798501
2	504	34009244	34017287	2	Os02g0798800,Os02g0798900
2	634	34053182	34059033	2	Os02g0799600,Os02g0799700
2	1464	34075838	34101310	2	Os02g0800100,Os02g0801200
2	560	34081775	34139283	6	Os02g0800300,Os02g0800400,Os02g0800700,Os02g0800900,Os02g0801000,Os02g0801100
2	2107	34101931	34129167	2	Os02g0800600,Os02g0800800
2	1	34509523	34553608	4	Os02g0807800,Os02g0807900,Os02g0808100,Os02g0808300
2	1400	34517133	34549729	2	Os02g0808000,Os02g0808350
2	37	34742561	34771168	4	Os02g0811400,Os02g0811600,Os02g0811800,Os02g0812000
2	293	34745304	34760198	2	Os02g0811501,Os02g0811650
2	269	34794245	34835972	7	Os02g0812500,Os02g0812600,Os02g0812700,Os02g0813000,Os02g0813083,Os02g0813166,Os02g0813350
2	1732	34900421	34903148	2	Os02g0814300,Os02g0814400
2	56	35130674	35135089	2	Os02g0818900,Os02g0819000
2	1	35190631	35206349	2	Os02g0819600,Os02g0819900
2	274	35433662	35449938	3	Os02g0824900,Os02g0825301,Os02g0825500
2	2567	35433749	35442493	2	Os02g0825033,Os02g0825367
2	274	35481944	35501778	3	Os02g0825700,Os02g0826000,Os02g0826050
2	274	35534139	35536130	2	Os02g0826675,Os02g0826700
2	2430	35584962	35596967	2	Os02g0828200,Os02g0828500
2	3785	35660775	35671730	2	Os02g0829500,Os02g0829600
2	208	35790162	35804494	2	Os02g0832400,Os02g0832500
3	1383	152781	169983	3	Os03g0102300,Os03g0102333,Os03g0102366
3	183	179190	191268	2	Os03g0102500,Os03g0102700
3	76	208340	220919	3	Os03g0103100,Os03g0103200,Os03g0103300
3	584	272404	274762	2	Os03g0103950,Os03g0104000
3	183	386875	402293	4	Os03g0106500,Os03g0106700,Os03g0106800,Os03g0106900
3	357	922684	926283	2	Os03g0116300,Os03g0116316
3	11	1172250	1179001	2	Os03g0121200,Os03g0121300
3	114	1340068	1400133	2	Os03g0123500,Os03g0124000
3	1	1406065	1411723	2	Os03g0124200,Os03g0124300
3	2580	1567984	1575496	2	Os03g0127900,Os03g0127950
3	208	1582250	1602046	2	Os03g0128100,Os03g0128200
3	1	1765917	1775816	2	Os03g0130900,Os03g0131000
3	392	1882042	1891066	2	Os03g0133500,Os03g0133800
3	697	1882278	1887657	2	Os03g0133650,Os03g0133825
3	206	1948386	1955959	3	Os03g0135100,Os03g0135200,Os03g0135300
3	71	2170144	2225202	4	Os03g0139600,Os03g0140100,Os03g0140200,Os03g0140400
3	3071	2302598	2331600	2	Os03g0141800,Os03g0142200
3	360	2466460	2489480	3	Os03g0144300,Os03g0144500,Os03g0144800
3	2956	2528998	2543266	2	Os03g0145600,Os03g0145775
3	1624	2609710	2615443	2	Os03g0146900,Os03g0147001
3	131	2723037	2727559	2	Os03g0149000,Os03g0149100
3	4	2771187	2777769	2	Os03g0149700,Os03g0149800
3	259	2804141	2817322	3	Os03g0150500,Os03g0150600,Os03g0150800
3	512	2833133	2840929	2	Os03g0151300,Os03g0151400
3	229	2934839	2967286	5	Os03g0153100,Os03g0153500,Os03g0153900,Os03g0154000,Os03g0154100
3	73	2998855	3037894	6	Os03g0155300,Os03g0155500,Os03g0155700,Os03g0155900,Os03g0156000,Os03g0156300
3	155	3402625	3407198	2	Os03g0162650,Os03g0162800
3	3826	3444764	3453008	2	Os03g0163600,Os03g0163900
3	335	3567173	3571828	2	Os03g0166100,Os03g0166200
3	1	3760520	3771538	2	Os03g0170200,Os03g0170400
3	571	3814378	3846658	2	Os03g0171300,Os03g0171700
3	2597	3874153	3893580	3	Os03g0172400,Os03g0172700,Os03g0172850
3	124	4069860	4077624	2	Os03g0176700,Os03g0176800
3	421	4095378	4119755	4	Os03g0177400,Os03g0177500,Os03g0177900,Os03g0178000
3	378	4131128	4142715	3	Os03g0178300,Os03g0178400,Os03g0178500
3	256	4232004	4249816	3	Os03g0180800,Os03g0180900,Os03g0181100
3	64	4279300	4284885	2	Os03g0181675,Os03g0181750
3	9	4343807	4350503	2	Os03g0182800,Os03g0183000
3	3064	4367273	4373458	2	Os03g0183200,Os03g0183300
3	37	4441960	4446466	2	Os03g0184550,Os03g0184600
3	555	4667276	4685170	2	Os03g0189400,Os03g0189600
3	1171	4888551	4889614	2	Os03g0193700,Os03g0193901
3	244	4913314	4926075	2	Os03g0194600,Os03g0194900
3	243	4946360	5001806	5	Os03g0195300,Os03g0195450,Os03g0195500,Os03g0195800,Os03g0196000
3	68	5098241	5114038	2	Os03g0197100,Os03g0197200
3	271	5317215	5335603	3	Os03g0201500,Os03g0201800,Os03g0201901
3	3853	5474355	5482358	2	Os03g0204500,Os03g0204900
3	201	5672848	5680026	2	Os03g0208700,Os03g0208800
3	342	5749954	5755913	3	Os03g0210000,Os03g0210100,Os03g0210200
3	2	5840714	5857465	2	Os03g0211900,Os03g0212200
3	1	6589784	6630244	2	Os03g0225700,Os03g0226300
3	3870	6950861	6959386	2	Os03g0231700,Os03g0231800
3	1411	7092864	7101570	3	Os03g0233900,Os03g0234000,Os03g0234100
3	11	7107129	7129609	3	Os03g0234500,Os03g0234900,Os03g0235000
3	15	7139074	7168860	3	Os03g0235300,Os03g0235700,Os03g0235900
3	3874	7209408	7212113	2	Os03g0236800,Os03g0236900
3	61	7611453	7628048	2	Os03g0243900,Os03g0244200
3	246	7675772	7679130	2	Os03g0245200,Os03g0245300
3	2617	7788798	7801862	3	Os03g0247200,Os03g0247400,Os03g0247600
3	6	7832016	7841454	2	Os03g0248200,Os03g0248300
3	76	7938935	7966095	3	Os03g0250301,Os03g0250400,Os03g0251000
3	627	8327284	8331769	2	Os03g0257500,Os03g0257600
3	90	8805676	8838527	4	Os03g0266300,Os03g0266900,Os03g0267000,Os03g0267200
3	115	8938481	8952082	3	Os03g0268900,Os03g0269000,Os03g0269100
3	527	8981683	9016463	3	Os03g0269601,Os03g0269700,Os03g0269900
3	4	9084480	9136377	2	Os03g0271600,Os03g0272300
3	79	9370160	9382592	2	Os03g0276500,Os03g0276800
3	450	9421699	9426838	2	Os03g0277600,Os03g0277700
3	14	9461167	9490784	2	Os03g0278500,Os03g0278800
3	793	9605184	9612943	2	Os03g0281000,Os03g0281100
3	106	9654333	9667255	2	Os03g0281900,Os03g0282100
3	1735	9708208	9719884	3	Os03g0283000,Os03g0283100,Os03g0283200
3	747	9935309	9940509	2	Os03g0287600,Os03g0287700
3	65	10105989	10153087	3	Os03g0290900,Os03g0291200,Os03g0291800
3	1785	10393657	10400008	2	Os03g0297100,Os03g0297300
3	2632	10645184	10648574	2	Os03g0301950,Os03g0302000
3	392	10816009	10827482	2	Os03g0305000,Os03g0305100
3	697	10816271	10826017	2	Os03g0305050,Os03g0305150
3	700	10854014	10866049	2	Os03g0305800,Os03g0306100
3	2633	10926469	10930895	2	Os03g0307200,Os03g0307300
3	3913	10989050	10992403	2	Os03g0308600,Os03g0308700
3	27	11422308	11469150	3	Os03g0317300,Os03g0317900,Os03g0318400
3	1123	11449432	11461021	2	Os03g0318025,Os03g0318150
3	7	11522676	11530306	2	Os03g0319300,Os03g0319400
3	646	11769669	11778327	2	Os03g0324200,Os03g0324300
3	286	11883831	11898228	3	Os03g0326000,Os03g0326100,Os03g0326200
3	279	12047013	12071893	2	Os03g0328900,Os03g0329200
3	7	12324376	12344264	2	Os03g0333500,Os03g0334000
3	11	12611816	12619711	2	Os03g0339300,Os03g0339400
3	1894	12739354	12754664	2	Os03g0341600,Os03g0342100
3	158	13038733	13070842	2	Os03g0347900,Os03g0348200
3	536	13126146	13137486	2	Os03g0350100,Os03g0350300
3	649	13258254	13276550	2	Os03g0352800,Os03g0353333
3	574	13565398	13577311	2	Os03g0355100,Os03g0355300
3	324	13570909	13584285	2	Os03g0355200,Os03g0355400
3	257	13712274	13723311	2	Os03g0356582,Os03g0356596
3	158	14035702	14110687	6	Os03g0361100,Os03g0361500,Os03g0361600,Os03g0361700,Os03g0362032,Os03g0362500
3	1610	14094733	14146663	2	Os03g0362200,Os03g0363100
3	68	14153896	14170408	2	Os03g0363500,Os03g0363600
3	24	14289593	14297898	3	Os03g0365800,Os03g0365850,Os03g0365900
3	6	14381298	14387596	2	Os03g0367101,Os03g0367200
3	11	14436127	14509625	5	Os03g0368000,Os03g0368300,Os03g0368900,Os03g0369000,Os03g0369600
3	3940	14436882	14446076	2	Os03g0368150,Os03g0368351
3	43	14553015	14573221	5	Os03g0370900,Os03g0371000,Os03g0371300,Os03g0371350,Os03g0371400
3	875	14784720	14839122	4	Os03g0374900,Os03g0375300,Os03g0375900,Os03g0375966
3	2651	14790303	14839028	2	Os03g0375601,Os03g0375933
3	688	15011114	15023305	2	Os03g0379700,Os03g0379801
3	155	15149948	15210538	2	Os03g0382100,Os03g0383600
3	94	15300737	15309776	2	Os03g0385100,Os03g0385400
3	57	15395285	15403844	2	Os03g0386700,Os03g0386800
3	538	15530630	15587152	5	Os03g0388900,Os03g0389000,Os03g0389100,Os03g0389400,Os03g0389501
3	787	15763550	15825179	5	Os03g0392600,Os03g0393300,Os03g0393100,Os03g0393375,Os03g0393700
3	4	16117258	16137159	2	Os03g0398250,Os03g0398600
3	88	16209132	16215417	2	Os03g0399800,Os03g0399900
3	1147	16551354	16577673	2	Os03g0404800,Os03g0405000
3	377	16594185	16632054	3	Os03g0405500,Os03g0405550,Os03g0405900
3	1405	17236581	17249567	3	Os03g0415500,Os03g0415600,Os03g0415700
3	754	17260437	17266217	2	Os03g0416200,Os03g0416300
3	3959	17714875	17728835	2	Os03g0424500,Os03g0424800
3	1422	18388075	18392238	2	Os03g0435800,Os03g0435900
3	26	18430425	18437086	2	Os03g0437100,Os03g0437200
3	3969	19925378	20019659	2	Os03g0558700,Os03g0559700
3	48	20725388	20799805	3	Os03g0570800,Os03g0571700,Os03g0571900
3	110	20978620	21007629	2	Os03g0574900,Os03g0575200
3	33	21275422	21356813	3	Os03g0580200,Os03g0580800,Os03g0581400
3	723	21416192	21421069	2	Os03g0582200,Os03g0582300
3	1497	21701041	21751686	3	Os03g0587600,Os03g0588200,Os03g0588600
3	3978	21782331	21793702	2	Os03g0589100,Os03g0589400
3	6	22048470	22086165	2	Os03g0593600,Os03g0594100
3	670	22173113	22207200	2	Os03g0596200,Os03g0596600
3	1528	22434429	22453961	2	Os03g0600800,Os03g0601100
3	453	22799861	22826585	2	Os03g0606600,Os03g0607400
3	204	23048126	23068159	3	Os03g0610650,Os03g0610700,Os03g0610800
3	233	23491995	23597431	8	Os03g0619600,Os03g0619800,Os03g0619850,Os03g0620400,Os03g0620500,Os03g0621600,Os03g0621650,Os03g0621900
3	630	23609771	23616375	2	Os03g0622100,Os03g0622200
3	374	23812565	23839587	4	Os03g0625800,Os03g0625933,Os03g0626000,Os03g0626100
3	1033	24189817	24197393	2	Os03g0633100,Os03g0633400
3	99	24198649	24213858	2	Os03g0633500,Os03g0633800
3	1425	24768026	24807161	3	Os03g0642900,Os03g0643000,Os03g0643250
3	3999	25334373	25376854	2	Os03g0652100,Os03g0652600
3	234	25356731	25396720	2	Os03g0652400,Os03g0653100
3	146	25690409	25760738	2	Os03g0658000,Os03g0658800
3	46	25884212	25899041	3	Os03g0660300,Os03g0660400,Os03g0660500
3	196	25978555	26022901	2	Os03g0661800,Os03g0663100
3	61	26032958	26035297	2	Os03g0663400,Os03g0663500
3	94	26073918	26115854	3	Os03g0663900,Os03g0664400,Os03g0664600
3	833	26119970	26148618	2	Os03g0664800,Os03g0665000
3	1378	26200938	26207681	2	Os03g0665950,Os03g0666100
3	406	26276422	26292018	2	Os03g0667300,Os03g0667500
3	234	26317071	26327533	2	Os03g0668000,Os03g0668100
3	8	26466125	26509491	2	Os03g0671000,Os03g0671800
3	114	26581781	26610235	2	Os03g0673000,Os03g0673500
3	2678	26602176	26623429	2	Os03g0673400,Os03g0673700
3	41	26979830	27050075	7	Os03g0680100,Os03g0680200,Os03g0680300,Os03g0680400,Os03g0680500,Os03g0680566,Os03g0680600
3	114	27051401	27063359	2	Os03g0680700,Os03g0680800
3	150	27153508	27176225	2	Os03g0682200,Os03g0682600
3	375	27222551	27233772	3	Os03g0683200,Os03g0683300,Os03g0683500
3	375	27441058	27451130	4	Os03g0687400,Os03g0687700,Os03g0687800,Os03g0688000
3	70	27517768	27543081	3	Os03g0689400,Os03g0689833,Os03g0689866
3	2684	27520367	27537829	2	Os03g0689544,Os03g0689688
3	52	27779100	27792047	4	Os03g0693700,Os03g0693800,Os03g0693900,Os03g0694000
3	1429	28054566	28069515	4	Os03g0699800,Os03g0699950,Os03g0700100,Os03g0700200
3	5	28193801	28221286	2	Os03g0702000,Os03g0702500
3	74	28240368	28252049	2	Os03g0703000,Os03g0703100
3	31	28598319	28606325	2	Os03g0709100,Os03g0709300
3	2065	28719395	28732934	2	Os03g0711400,Os03g0711500
3	2690	28720607	28736111	2	Os03g0711425,Os03g0711525
3	114	29596367	29632749	2	Os03g0727000,Os03g0727200
3	1731	29794747	29800489	2	Os03g0729200,Os03g0729300
3	57	29858939	29887239	3	Os03g0730400,Os03g0730500,Os03g0730700
3	4028	29950669	29974490	2	Os03g0731900,Os03g0732000
3	1432	30070303	30078899	5	Os03g0733900,Os03g0734000,Os03g0734100,Os03g0734200,Os03g0734300
3	1741	30224194	30230172	2	Os03g0737300,Os03g0737400
3	1041	30835650	30887955	3	Os03g0749100,Os03g0749300,Os03g0749500
3	32	31031753	31055017	2	Os03g0752800,Os03g0753100
3	2698	31176721	31192765	2	Os03g0755600,Os03g0755800
3	1303	31179872	31205287	3	Os03g0755625,Os03g0755700,Os03g0756000
3	5	31281967	31304305	5	Os03g0757000,Os03g0757100,Os03g0757200,Os03g0757500,Os03g0757600
3	6	31436337	31455626	4	Os03g0760000,Os03g0760200,Os03g0760300,Os03g0760500
3	11	31526874	31533502	2	Os03g0762300,Os03g0762400
3	7	31652794	31678718	2	Os03g0764800,Os03g0765000
3	1921	31729638	31736253	3	Os03g0766100,Os03g0766200,Os03g0766350
3	114	31964738	31991587	2	Os03g0771500,Os03g0772100
3	1	32008474	32015229	2	Os03g0772600,Os03g0772700
3	610	32325402	32343059	2	Os03g0779000,Os03g0779800
3	1113	32560362	32565104	2	Os03g0784500,Os03g0784600
3	2448	32757036	32782701	2	Os03g0788600,Os03g0788700
3	318	32869350	32898262	3	Os03g0790700,Os03g0790900,Os03g0791200
3	2703	32873016	32884361	2	Os03g0790801,Os03g0791050
3	31	32902895	32907751	2	Os03g0791300,Os03g0791366
3	260	32974324	32988118	3	Os03g0792900,Os03g0793000,Os03g0793300
3	94	33023016	33029105	2	Os03g0793800,Os03g0794000
3	833	33034615	33037983	3	Os03g0794200,Os03g0794300,Os03g0794400
3	733	33099408	33105394	2	Os03g0795600,Os03g0795800
3	1190	33194541	33228543	4	Os03g0797000,Os03g0797300,Os03g0797400,Os03g0797500
3	318	33253749	33260232	2	Os03g0798000,Os03g0798101
3	84	33482291	33489809	2	Os03g0802500,Os03g0802600
3	445	33525483	33551064	2	Os03g0803600,Os03g0803900
3	52	33586465	33591872	3	Os03g0804500,Os03g0804600,Os03g0804700
3	1108	33638650	33647519	2	Os03g0805600,Os03g0805700
3	1925	33645107	33687466	4	Os03g0805733,Os03g0805766,Os03g0805850,Os03g0806100
3	1108	33659567	33687737	2	Os03g0805900,Os03g0806300
3	2086	33927612	33937615	2	Os03g0810600,Os03g0810700
3	7	34036246	34055950	2	Os03g0812400,Os03g0812800
3	4060	34108014	34124443	2	Os03g0814200,Os03g0814550
3	2600	34242164	34246212	2	Os03g0816700,Os03g0816800
3	1203	34257858	34266862	2	Os03g0816900,Os03g0817000
3	65	34289859	34325381	3	Os03g0817500,Os03g0817800,Os03g0817900
3	26	34424180	34428391	2	Os03g0820300,Os03g0820400
3	412	34430457	34434187	2	Os03g0820500,Os03g0820600
3	68	34554649	34559878	2	Os03g0823100,Os03g0823200
3	548	34560598	34562479	2	Os03g0823301,Os03g0823350
3	2711	34733490	34740504	2	Os03g0826800,Os03g0826900
3	625	34792025	34800760	2	Os03g0828300,Os03g0828500
3	180	34820687	34828944	2	Os03g0829100,Os03g0829200
3	276	34860760	34884578	5	Os03g0829900,Os03g0830200,Os03g0830300,Os03g0830400,Os03g0830500
3	385	35140216	35146689	2	Os03g0836300,Os03g0836400
3	1	35303778	35317266	2	Os03g0839700,Os03g0839900
3	215	35693286	35732118	2	Os03g0848700,Os03g0849500
3	242	35753369	35768986	2	Os03g0849800,Os03g0849900
3	1930	36184724	36190366	2	Os03g0857500,Os03g0857600
3	348	36281400	36284798	2	Os03g0859600,Os03g0859700
3	132	36320679	36338948	2	Os03g0860700,Os03g0860801
4	2715	87621	97611	2	Os04g0101100,Os04g0101300
4	1	240549	249229	2	Os04g0103500,Os04g0103700
4	682	400959	457102	4	Os04g0106400,Os04g0107200,Os04g0107300,Os04g0107500
4	1	545744	562482	2	Os04g0109100,Os04g0109400
4	1465	568849	594453	2	Os04g0109500,Os04g0110100
4	2697	646206	650068	2	Os04g0111200,Os04g0111225
4	502	885541	909802	2	Os04g0114801,Os04g0115400
4	448	923372	946752	2	Os04g0115650,Os04g0115800
4	1543	1054609	1076436	2	Os04g0117900,Os04g0118100
4	23	1201627	1284856	6	Os04g0120100,Os04g0120300,Os04g0120350,Os04g0121100,Os04g0121200,Os04g0121300
4	2	1329948	1362382	2	Os04g0122000,Os04g0122200
4	1	1451781	1572696	2	Os04g0123800,Os04g0125700
4	23	1702012	1740998	4	Os04g0127100,Os04g0127200,Os04g0127300,Os04g0127600
4	6	1766911	1781348	2	Os04g0128001,Os04g0128400
4	1712	1974598	1997936	2	Os04g0131850,Os04g0131900
4	1	2300969	2372469	2	Os04g0135400,Os04g0136000
4	1	2649112	2830476	4	Os04g0138800,Os04g0140400,Os04g0140666,Os04g0141400
4	170	3032534	3470075	3	Os04g0144300,Os04g0147200,Os04g0150300
4	170	3586585	3768464	8	Os04g0152000,Os04g0152400,Os04g0152500,Os04g0153000,Os04g0153200,Os04g0154000,Os04g0154700,Os04g0154800
4	553	3656703	3738716	2	Os04g0153475,Os04g0154599
4	1112	3867343	4042102	2	Os04g0156200,Os04g0158400
4	2275	4169608	4226837	2	Os04g0160600,Os04g0161400
4	448	4469893	4490101	2	Os04g0165900,Os04g0166000
4	448	4835200	4853694	2	Os04g0170866,Os04g0171232
4	6	4869933	4878321	2	Os04g0171600,Os04g0171800
4	77	5161947	5194492	3	Os04g0175600,Os04g0175900,Os04g0176200
4	108	5380120	5387215	2	Os04g0179100,Os04g0179200
4	16	5560524	5592679	2	Os04g0181901,Os04g0182200
