chromosome	family	start	end	size	genes
3	2597	3874153	3893580	3	Os03g0172400,Os03g0172700,Os03g0172850
3	124	4069860	4077624	2	Os03g0176700,Os03g0176800
3	421	4095378	4113589	3	Os03g0177400,Os03g0177500,Os03g0177900
3	378	4131128	4142715	3	Os03g0178300,Os03g0178400,Os03g0178500
3	256	4232004	4249816	3	Os03g0180800,Os03g0180900,Os03g0181100
3	64	4279300	4284885	2	Os03g0181675,Os03g0181750
3	9	4343807	4350503	2	Os03g0182800,Os03g0183000
3	3064	4367273	4373458	2	Os03g0183200,Os03g0183300
3	37	4441960	4446466	2	Os03g0184550,Os03g0184600
3	555	4667276	4685170	2	Os03g0189400,Os03g0189600
3	1171	4888551	4889614	2	Os03g0193700,Os03g0193901
3	244	4913314	4926075	2	Os03g0194600,Os03g0194900
3	243	4957502	4992392	2	Os03g0195500,Os03g0195800
3	271	5327677	5335603	2	Os03g0201800,Os03g0201901
3	342	5749954	5755913	3	Os03g0210000,Os03g0210100,Os03g0210200
3	1411	7092864	7101570	3	Os03g0233900,Os03g0234000,Os03g0234100
3	11	7124925	7129609	2	Os03g0234900,Os03g0235000
3	15	7147366	7168860	2	Os03g0235700,Os03g0235900
3	3874	7209408	7212113	2	Os03g0236800,Os03g0236900
3	246	7675772	7679130	2	Os03g0245200,Os03g0245300
3	2617	7796611	7801862	2	Os03g0247400,Os03g0247600
3	76	7938935	7966095	3	Os03g0250301,Os03g0250400,Os03g0251000
3	627	8327284	8331769	2	Os03g0257500,Os03g0257600
3	90	8833718	8835576	2	Os03g0266900,Os03g0267000
3	115	8938481	8952082	3	Os03g0268900,Os03g0269000,Os03g0269100
3	527	8981683	9016463	3	Os03g0269601,Os03g0269700,Os03g0269900
3	793	9605184	9612943	2	Os03g0281000,Os03g0281100
3	106	9654333	9667255	2	Os03g0281900,Os03g0282100
3	1735	9708208	9719884	3	Os03g0283000,Os03g0283100,Os03g0283200
3	747	9935309	9940509	2	Os03g0287600,Os03g0287700
3	65	10105989	10120372	2	Os03g0290900,Os03g0291200
3	1785	10393657	10400008	2	Os03g0297100,Os03g0297300
3	2632	10645184	10648574	2	Os03g0301950,Os03g0302000
3	2633	10926469	10930895	2	Os03g0307200,Os03g0307300
3	3913	10989050	10992403	2	Os03g0308600,Os03g0308700
3	27	11422308	11450605	2	Os03g0317300,Os03g0317900
3	1123	11449432	11461021	2	Os03g0318025,Os03g0318150
3	7	11522676	11530306	2	Os03g0319300,Os03g0319400
3	646	11769669	11778327	2	Os03g0324200,Os03g0324300
3	286	11883831	11898228	3	Os03g0326000,Os03g0326100,Os03g0326200
3	279	12047013	12071893	2	Os03g0328900,Os03g0329200
3	11	12611816	12619711	2	Os03g0339300,Os03g0339400
3	1894	12739354	12754664	2	Os03g0341600,Os03g0342100
3	158	13038733	13070842	2	Os03g0347900,Os03g0348200
3	536	13126146	13137486	2	Os03g0350100,Os03g0350300
3	257	13712274	13723311	2	Os03g0356582,Os03g0356596
3	158	14035702	14092508	5	Os03g0361100,Os03g0361500,Os03g0361600,Os03g0361700,Os03g0362032
3	68	14153896	14170408	2	Os03g0363500,Os03g0363600
3	24	14289593	14297898	3	Os03g0365800,Os03g0365850,Os03g0365900
3	43	14553015	14573221	5	Os03g0370900,Os03g0371000,Os03g0371300,Os03g0371350,Os03g0371400
3	688	15011114	15023305	2	Os03g0379700,Os03g0379801
3	94	15300737	15309776	2	Os03g0385100,Os03g0385400
3	57	15395285	15403844	2	Os03g0386700,Os03g0386800
3	538	15530630	15572135	3	Os03g0388900,Os03g0389000,Os03g0389100
3	538	15584826	15587152	2	Os03g0389400,Os03g0389501
3	787	15791600	15796260	2	Os03g0393300,Os03g0393100
3	787	15801586	15825179	2	Os03g0393375,Os03g0393700
3	88	16209132	16215417	2	Os03g0399800,Os03g0399900
3	1147	16551354	16577673	2	Os03g0404800,Os03g0405000
3	377	16594185	16632054	3	Os03g0405500,Os03g0405550,Os03g0405900
3	1405	17236581	17249567	3	Os03g0415500,Os03g0415600,Os03g0415700
3	1422	18388075	18392238	2	Os03g0435800,Os03g0435900
3	26	18430425	18437086	2	Os03g0437100,Os03g0437200
3	3969	19925378	20019659	2	Os03g0558700,Os03g0559700
3	48	20725388	20782658	2	Os03g0570800,Os03g0571700
3	110	20978620	21007629	2	Os03g0574900,Os03g0575200
3	33	21275422	21313520	2	Os03g0580200,Os03g0580800
3	723	21416192	21421069	2	Os03g0582200,Os03g0582300
3	204	23048126	23068159	3	Os03g0610650,Os03g0610700,Os03g0610800
3	233	23500021	23510727	2	Os03g0619800,Os03g0619850
3	233	23523560	23538865	2	Os03g0620400,Os03g0620500
3	233	23568423	23577245	2	Os03g0621600,Os03g0621650
3	630	23609771	23616375	2	Os03g0622100,Os03g0622200
3	374	23831912	23839587	2	Os03g0626000,Os03g0626100
3	1033	24189817	24197393	2	Os03g0633100,Os03g0633400
3	99	24198649	24213858	2	Os03g0633500,Os03g0633800
3	1425	24768026	24786767	2	Os03g0642900,Os03g0643000
3	146	25690409	25760738	2	Os03g0658000,Os03g0658800
3	46	25884212	25899041	3	Os03g0660300,Os03g0660400,Os03g0660500
3	61	26032958	26035297	2	Os03g0663400,Os03g0663500
3	1378	26200938	26207681	2	Os03g0665950,Os03g0666100
3	8	26466125	26509491	2	Os03g0671000,Os03g0671800
3	41	26979830	27050075	7	Os03g0680100,Os03g0680200,Os03g0680300,Os03g0680400,Os03g0680500,Os03g0680566,Os03g0680600
3	114	27051401	27063359	2	Os03g0680700,Os03g0680800
3	150	27153508	27176225	2	Os03g0682200,Os03g0682600
3	375	27222551	27233772	3	Os03g0683200,Os03g0683300,Os03g0683500
3	375	27441058	27448399	3	Os03g0687400,Os03g0687700,Os03g0687800
3	2684	27520367	27537829	2	Os03g0689544,Os03g0689688
3	70	27541735	27543081	2	Os03g0689833,Os03g0689866
3	52	27779100	27792047	4	Os03g0693700,Os03g0693800,Os03g0693900,Os03g0694000
3	1429	28054566	28069515	4	Os03g0699800,Os03g0699950,Os03g0700100,Os03g0700200
3	74	28240368	28252049	2	Os03g0703000,Os03g0703100
3	1731	29794747	29800489	2	Os03g0729200,Os03g0729300
3	57	29871085	29887239	2	Os03g0730500,Os03g0730700
3	4028	29950669	29974490	2	Os03g0731900,Os03g0732000
3	1432	30070303	30078899	5	Os03g0733900,Os03g0734000,Os03g0734100,Os03g0734200,Os03g0734300
3	1741	30224194	30230172	2	Os03g0737300,Os03g0737400
3	32	31031753	31055017	2	Os03g0752800,Os03g0753100
3	1303	31179872	31190795	2	Os03g0755625,Os03g0755700
3	5	31281967	31297066	3	Os03g0757000,Os03g0757100,Os03g0757200
3	5	31299182	31304305	2	Os03g0757500,Os03g0757600
3	6	31443454	31455626	3	Os03g0760200,Os03g0760300,Os03g0760500
3	11	31526874	31533502	2	Os03g0762300,Os03g0762400
3	1921	31729638	31736253	3	Os03g0766100,Os03g0766200,Os03g0766350
3	114	31964738	31991587	2	Os03g0771500,Os03g0772100
3	1	32008474	32015229	2	Os03g0772600,Os03g0772700
3	1113	32560362	32565104	2	Os03g0784500,Os03g0784600
3	31	32902895	32907751	2	Os03g0791300,Os03g0791366
3	260	32974324	32982969	2	Os03g0792900,Os03g0793000
3	833	33034615	33037983	3	Os03g0794200,Os03g0794300,Os03g0794400
3	733	33099408	33105394	2	Os03g0795600,Os03g0795800
3	1190	33194541	33228543	4	Os03g0797000,Os03g0797300,Os03g0797400,Os03g0797500
3	318	33253749	33260232	2	Os03g0798000,Os03g0798101
3	84	33482291	33489809	2	Os03g0802500,Os03g0802600
3	52	33586465	33591872	3	Os03g0804500,Os03g0804600,Os03g0804700
3	1108	33638650	33647519	2	Os03g0805600,Os03g0805700
3	1925	33645107	33653755	2	Os03g0805733,Os03g0805766
3	2086	33927612	33937615	2	Os03g0810600,Os03g0810700
3	7	34036246	34055950	2	Os03g0812400,Os03g0812800
3	2600	34242164	34246212	2	Os03g0816700,Os03g0816800
3	65	34311343	34325381	2	Os03g0817800,Os03g0817900
3	26	34424180	34428391	2	Os03g0820300,Os03g0820400
3	412	34430457	34434187	2	Os03g0820500,Os03g0820600
3	68	34554649	34559878	2	Os03g0823100,Os03g0823200
3	548	34560598	34562479	2	Os03g0823301,Os03g0823350
3	2711	34733490	34740504	2	Os03g0826800,Os03g0826900
3	625	34792025	34800760	2	Os03g0828300,Os03g0828500
3	180	34820687	34828944	2	Os03g0829100,Os03g0829200
3	276	34860760	34884578	5	Os03g0829900,Os03g0830200,Os03g0830300,Os03g0830400,Os03g0830500
3	385	35140216	35146689	2	Os03g0836300,Os03g0836400
3	215	35693286	35732118	2	Os03g0848700,Os03g0849500
3	242	35753369	35768986	2	Os03g0849800,Os03g0849900
3	1930	36184724	36190366	2	Os03g0857500,Os03g0857600
3	348	36281400	36284798	2	Os03g0859600,Os03g0859700
3	132	36320679	36338948	2	Os03g0860700,Os03g0860801
4	2715	87621	97611	2	Os04g0101100,Os04g0101300
4	682	443167	457102	3	Os04g0107200,Os04g0107300,Os04g0107500
4	1	545744	562482	2	Os04g0109100,Os04g0109400
4	2697	646206	650068	2	Os04g0111200,Os04g0111225
4	1543	1054609	1076436	2	Os04g0117900,Os04g0118100
4	23	1201627	1284856	6	Os04g0120100,Os04g0120300,Os04g0120350,Os04g0121100,Os04g0121200,Os04g0121300
4	2	1329948	1362382	2	Os04g0122000,Os04g0122200
4	23	1702012	1720332	3	Os04g0127100,Os04g0127200,Os04g0127300
4	1712	1974598	1997936	2	Os04g0131850,Os04g0131900
4	1	2300969	2372469	2	Os04g0135400,Os04g0136000
4	1	2752711	2830476	3	Os04g0140400,Os04g0140666,Os04g0141400
4	170	3586585	3613579	3	Os04g0152000,Os04g0152400,Os04g0152500
4	170	3635325	3650213	2	Os04g0153000,Os04g0153200
4	170	3724238	3768464	2	Os04g0154700,Os04g0154800
4	448	4469893	4490101	2	Os04g0165900,Os04g0166000
4	448	4835200	4853694	2	Os04g0170866,Os04g0171232
4	6	4869933	4878321	2	Os04g0171600,Os04g0171800
4	77	5161947	5194492	3	Os04g0175600,Os04g0175900,Os04g0176200
4	108	5380120	5387215	2	Os04g0179100,Os04g0179200
4	16	5560524	5592679	2	Os04g0181901,Os04g0182200
4	1531	5608992	5626882	2	Os04g0182600,Os04g0182650
4	298	5644979	5649613	2	Os04g0182875,Os04g0182900
4	907	5728136	5740550	2	Os04g0184250,Os04g0184450
4	298	5739476	5740266	2	Os04g0184500,Os04g0184801
4	259	5811361	5849272	2	Os04g0185600,Os04g0186400
4	465	6053705	6070580	2	Os04g0189400,Os04g0189800
4	429	6247543	6264062	2	Os04g0191600,Os04g0191800
4	908	6314737	6380789	2	Os04g0192775,Os04g0193200
4	398	6912953	6914107	2	Os04g0201800,Os04g0201500
4	915	6955489	6969072	2	Os04g0202300,Os04g0202500
4	5	7021347	7033453	3	Os04g0203600,Os04g0204000,Os04g0204100
4	5	7150656	7159820	3	Os04g0206450,Os04g0206500,Os04g0206600
4	54	7221326	7251823	2	Os04g0207600,Os04g0208200
4	190	7301574	7325788	2	Os04g0209200,Os04g0209300
4	59	7973330	7983880	2	Os04g0219550,Os04g0219600
4	2	8479770	8511064	3	Os04g0226666,Os04g0226800,Os04g0227000
4	5	11375483	11410320	2	Os04g0271700,Os04g0272200
4	87	12586386	12592096	3	Os04g0289500,Os04g0289600,Os04g0289700
4	372	12661871	12673930	2	Os04g0291000,Os04g0291100
4	1	13173357	13174745	2	Os04g0297933,Os04g0298066
4	8	13399837	13468869	2	Os04g0300600,Os04g0301500
4	1	13913869	13925115	2	Os04g0307900,Os04g0308100
4	1680	13934207	13939128	2	Os04g0308400,Os04g0308500
4	1680	14038897	14041461	2	Os04g0310100,Os04g0310200
4	5	14302605	14313175	2	Os04g0313900,Os04g0314100
4	251	14492627	14528182	2	Os04g0316800,Os04g0317300
4	294	14535043	14559609	3	Os04g0317400,Os04g0317500,Os04g0317800
4	5	14680109	14694215	2	Os04g0319700,Os04g0319800
4	5	14742590	14789443	2	Os04g0320700,Os04g0321100
4	5	14969861	14988997	2	Os04g0324100,Os04g0324400
4	5	15107706	15121909	2	Os04g0326100,Os04g0326201
4	294	15269336	15292975	3	Os04g0328900,Os04g0329200,Os04g0329300
4	251	15297923	15314063	2	Os04g0329500,Os04g0329650
4	2461	15865222	15879964	2	Os04g0337201,Os04g0337300
4	539	15889234	15928109	4	Os04g0337500,Os04g0337800,Os04g0338000,Os04g0338100
4	158	16349941	16384140	2	Os04g0344100,Os04g0344400
4	265	16602478	16616529	2	Os04g0348600,Os04g0348800
4	2732	16795191	16802287	3	Os04g0351800,Os04g0351933,Os04g0352066
4	480	16882610	16933860	2	Os04g0353600,Os04g0354400
4	480	16945210	17002986	2	Os04g0354600,Os04g0355500
4	413	17084194	17098154	2	Os04g0357500,Os04g0357700
4	1	17761013	17818582	2	Os04g0367000,Os04g0367201
4	1	17867856	17909802	4	Os04g0367900,Os04g0368000,Os04g0368300,Os04g0368800
4	1	17960744	18005396	2	Os04g0369600,Os04g0370100
4	504	18012199	18030493	3	Os04g0370300,Os04g0370500,Os04g0370600
4	1	18042195	18072738	4	Os04g0370900,Os04g0371000,Os04g0371100,Os04g0371200
4	416	18258101	18274223	2	Os04g0374400,Os04g0374601
4	413	18786423	18824451	3	Os04g0382900,Os04g0383100,Os04g0383700
4	367	19061597	19081059	2	Os04g0387600,Os04g0387900
4	182	19221064	19231750	2	Os04g0390500,Os04g0390600
4	668	19233125	19239026	2	Os04g0390700,Os04g0390800
4	1134	19300027	19332227	4	Os04g0392300,Os04g0392500,Os04g0393100,Os04g0393200
4	270	19796632	19844276	6	Os04g0400000,Os04g0400600,Os04g0400700,Os04g0400800,Os04g0401000,Os04g0401100
4	4138	20224698	20230969	2	Os04g0408700,Os04g0408900
4	357	20343298	20353555	2	Os04g0411800,Os04g0412000
4	1	20758076	20771468	2	Os04g0419900,Os04g0420033
4	871	20811155	20820363	2	Os04g0420700,Os04g0420801
4	8	21271609	21279864	2	Os04g0429300,Os04g0429400
4	93	21281751	21293643	2	Os04g0429500,Os04g0429600
4	2740	21650405	21661772	2	Os04g0435325,Os04g0435475
4	2485	21844512	21856316	2	Os04g0439100,Os04g0439200
4	21	21912154	21932000	2	Os04g0440300,Os04g0440400
4	27	22347957	22355207	2	Os04g0448300,Os04g0448500
4	2590	22369763	22373089	2	Os04g0448900,Os04g0448950
4	199	22381340	22387707	2	Os04g0449100,Os04g0449200
4	4	22435662	22443686	2	Os04g0450300,Os04g0450400
4	89	22626439	22628157	2	Os04g0453266,Os04g0453300
4	364	22821083	22830301	3	Os04g0456200,Os04g0456300,Os04g0456700
4	398	22969845	22980329	2	Os04g0460200,Os04g0460300
4	386	23385292	23436494	4	Os04g0468000,Os04g0468600,Os04g0469000,Os04g0469300
4	74	23715504	23733589	2	Os04g0474300,Os04g0474500
4	74	23735317	23767401	3	Os04g0474700,Os04g0474800,Os04g0474900
4	1	23770072	23781629	2	Os04g0475100,Os04g0475200
4	6	24044380	24051142	3	Os04g0480600,Os04g0480650,Os04g0480700
4	1385	24054885	24067935	3	Os04g0480900,Os04g0481000,Os04g0481200
4	718	24098311	24102538	2	Os04g0481800,Os04g0481900
4	1938	24103028	24111210	2	Os04g0482000,Os04g0482100
4	15	24546646	24566456	3	Os04g0491200,Os04g0491350,Os04g0491500
4	184	24687753	24709910	3	Os04g0493400,Os04g0493600,Os04g0494100
4	310	24725907	24753063	5	Os04g0494600,Os04g0494800,Os04g0494900,Os04g0494950,Os04g0495000
4	329	24810332	24816067	2	Os04g0496000,Os04g0496150
4	1094	24973156	24976704	2	Os04g0500300,Os04g0500400
4	503	25526675	25534892	2	Os04g0510200,Os04g0510300
4	559	25554772	25565153	2	Os04g0510900,Os04g0511200
4	313	26206388	26215366	2	Os04g0523650,Os04g0523812
4	182	26236705	26252252	2	Os04g0524500,Os04g0524600
4	5	26260577	26267430	2	Os04g0525100,Os04g0525200
4	476	26342449	26348499	2	Os04g0526800,Os04g0527000
4	1	26572754	26578707	2	Os04g0531400,Os04g0531500
4	329	26580262	26584951	2	Os04g0531700,Os04g0531750
4	329	26590627	26613837	2	Os04g0531900,Os04g0532100
4	204	26679487	26683945	2	Os04g0533700,Os04g0533800
4	1102	26689858	26700515	2	Os04g0534000,Os04g0534100
4	31	27328757	27335203	2	Os04g0545400,Os04g0545600
4	9	27517205	27540865	3	Os04g0549700,Os04g0549800,Os04g0550200
4	26	27666027	27676641	2	Os04g0552400,Os04g0552700
4	58	27706669	27708454	2	Os04g0553500,Os04g0553650
4	76	27740064	27754530	3	Os04g0554500,Os04g0554600,Os04g0554800
4	487	27795857	27815440	2	Os04g0555500,Os04g0555600
4	5	27843255	27854961	3	Os04g0556400,Os04g0556500,Os04g0556600
4	8	27881155	27955640	3	Os04g0557200,Os04g0557500,Os04g0557800
4	23	27997197	28003911	2	Os04g0558900,Os04g0559000
4	5	28315067	28338321	2	Os04g0565200,Os04g0565400
4	146	28704161	28720802	2	Os04g0570500,Os04g0570600
4	9	28813791	28821520	2	Os04g0572200,Os04g0572400
4	4	29317364	29324514	2	Os04g0580800,Os04g0580866
4	200	29412733	29449352	4	Os04g0582000,Os04g0582600,Os04g0582700,Os04g0582900
4	103	29588252	29625055	5	Os04g0585700,Os04g0585900,Os04g0586000,Os04g0586100,Os04g0586200
4	525	29654080	29656696	2	Os04g0587100,Os04g0587200
4	306	29658700	29672579	3	Os04g0587300,Os04g0587400,Os04g0587500
4	1697	30001534	30005122	2	Os04g0593400,Os04g0593500
4	1067	30012155	30026167	3	Os04g0593700,Os04g0593800,Os04g0594000
4	250	30052648	30059561	2	Os04g0594500,Os04g0594700
4	15	30145192	30148289	2	Os04g0597400,Os04g0597501
4	1	30196157	30223167	4	Os04g0598600,Os04g0598800,Os04g0598900,Os04g0599000
4	1783	30287197	30293040	2	Os04g0600200,Os04g0600300
4	2897	30362015	30367187	2	Os04g0601400,Os04g0601500
4	600	30377828	30384728	2	Os04g0601800,Os04g0602000
4	83	30518927	30523556	2	Os04g0604800,Os04g0604900
4	690	30731003	30739334	2	Os04g0607583,Os04g0607600
4	623	30909002	30923708	3	Os04g0609900,Os04g0610000,Os04g0610100
4	262	31019367	31041387	3	Os04g0611700,Os04g0611800,Os04g0612000
4	740	31103334	31107921	2	Os04g0613500,Os04g0613600
4	1362	31169012	31182430	2	Os04g0614500,Os04g0614600
4	150	31239185	31249612	2	Os04g0615700,Os04g0615800
4	1	31270141	31321192	6	Os04g0616282,Os04g0616300,Os04g0616400,Os04g0616500,Os04g0616600,Os04g0616700
4	18	31551859	31558637	2	Os04g0620800,Os04g0620950
4	1046	31721661	31751604	4	Os04g0624100,Os04g0624400,Os04g0624450,Os04g0624500
4	20	31801895	31813399	3	Os04g0625400,Os04g0625500,Os04g0625600
4	4194	31831245	31842050	2	Os04g0626000,Os04g0626100
4	18	31855518	31867385	2	Os04g0626450,Os04g0626500
4	62	31875725	31894575	2	Os04g0626600,Os04g0626700
4	37	32049063	32065731	3	Os04g0630100,Os04g0630300,Os04g0630400
4	37	32085612	32135388	3	Os04g0630800,Os04g0630900,Os04g0631000
4	1	32189416	32196947	2	Os04g0632500,Os04g0632600
4	1	32199986	32226952	2	Os04g0632901,Os04g0633200
4	1	32239057	32248172	2	Os04g0633600,Os04g0633800
4	1	32254122	32281408	3	Os04g0634000,Os04g0634400,Os04g0634500
4	474	32297571	32333991	4	Os04g0635000,Os04g0635100,Os04g0635400,Os04g0635500
4	2756	32476494	32479514	2	Os04g0639000,Os04g0639100
4	3085	32525473	32537644	2	Os04g0639700,Os04g0639800
4	869	32865045	32867326	2	Os04g0646000,Os04g0646050
4	1	33399564	33422584	4	Os04g0654800,Os04g0655000,Os04g0655300,Os04g0655400
4	1289	33517229	33525163	2	Os04g0657100,Os04g0657300
4	46	33789435	33805473	2	Os04g0662200,Os04g0662400
4	336	33925445	33930533	2	Os04g0664500,Os04g0664600
4	410	33940929	33946513	2	Os04g0664800,Os04g0664900
4	2938	34148182	34152431	2	Os04g0669500,Os04g0669600
4	2953	34155536	34164342	2	Os04g0669800,Os04g0669900
4	779	34541271	34553030	2	Os04g0676600,Os04g0676650
4	68	34669394	34676866	2	Os04g0679000,Os04g0679050
4	218	35013422	35028128	2	Os04g0685500,Os04g0685600
4	11	35187454	35246736	6	Os04g0688100,Os04g0688200,Os04g0688300,Os04g0688500,Os04g0688600,Os04g0689000
4	15	35360283	35363363	2	Os04g0691366,Os04g0691400
4	75	35445566	35459864	2	Os04g0692700,Os04g0692750
4	4220	35492782	35497285	2	Os04g0693200,Os04g0693250
5	367	189770	193927	2	Os05g0103300,Os05g0103400
5	2	227008	249419	3	Os05g0104150,Os05g0104200,Os05g0104600
5	2	256779	259018	2	Os05g0104700,Os05g0104750
5	3798	267986	278024	2	Os05g0105000,Os05g0105050
5	40	284991	288834	2	Os05g0105100,Os05g0105200
5	44	338917	348856	2	Os05g0106200,Os05g0106300
5	274	368284	375683	2	Os05g0106800,Os05g0106900
5	85	494751	516038	2	Os05g0109100,Os05g0109400
5	461	1348492	1419555	3	Os05g0124000,Os05g0124600,Os05g0124800
5	1	1454720	1469116	3	Os05g0125200,Os05g0125300,Os05g0125400
5	2765	1761969	1782890	2	Os05g0130200,Os05g0130300
5	1951	1830765	1844553	2	Os05g0131100,Os05g0131401
5	11	2010153	2052107	4	Os05g0134400,Os05g0134700,Os05g0134800,Os05g0135000
5	64	2165243	2171491	2	Os05g0137100,Os05g0137200
5	220	2251313	2259688	2	Os05g0139200,Os05g0139300
5	2769	2449418	2465034	3	Os05g0142100,Os05g0142200,Os05g0142400
5	196	2639014	2678630	2	Os05g0146100,Os05g0146900
5	53	2737975	2741067	2	Os05g0147700,Os05g0147800
5	206	2793637	2797546	2	Os05g0148800,Os05g0148900
5	16	2819814	2826912	2	Os05g0149300,Os05g0149400
5	148	3036073	3047055	3	Os05g0152600,Os05g0152700,Os05g0152900
5	196	3361187	3438233	4	Os05g0157500,Os05g0157600,Os05g0158200,Os05g0158400
5	1	3878200	3959179	2	Os05g0165900,Os05g0166300
5	1	3970970	3982992	2	Os05g0166600,Os05g0166900
5	4087	4076007	4094599	2	Os05g0167600,Os05g0168200
5	220	4326514	4331343	2	Os05g0172400,Os05g0172500
5	220	4610870	4623045	3	Os05g0177000,Os05g0177100,Os05g0177400
5	5	4626474	4644758	2	Os05g0177500,Os05g0177800
5	264	5025091	5032288	3	Os05g0183200,Os05g0183300,Os05g0183566
5	337	5534529	5654777	5	Os05g0190300,Os05g0190500,Os05g0191500,Os05g0191700,Os05g0192100
5	67	6539979	6544643	2	Os05g0205000,Os05g0205050
5	4238	6576138	6582888	2	Os05g0206000,Os05g0206100
5	207	7249980	7257163	2	Os05g0217700,Os05g0217800
5	14	7552500	7559206	2	Os05g0223200,Os05g0223300
5	1407	7634230	7648191	2	Os05g0224800,Os05g0224900
5	1952	7685383	7693302	2	Os05g0225800,Os05g0226000
5	1304	8689448	8704009	3	Os05g0243100,Os05g0243200,Os05g0243300
5	506	9103140	9137621	3	Os05g0249800,Os05g0250000,Os05g0250200
5	70	9144599	9154993	2	Os05g0250600,Os05g0250700
5	182	9217013	9229546	2	Os05g0251900,Os05g0252000
5	1	9517563	9588945	2	Os05g0256500,Os05g0257100
5	2779	10653770	10662940	2	Os05g0267732,Os05g0267766
5	271	13755590	13763364	2	Os05g0304900,Os05g0305000
5	1	14716606	14753963	3	Os05g0317700,Os05g0317900,Os05g0318100
5	1	14784692	14798481	2	Os05g0318600,Os05g0318700
5	104	15266307	15465048	14	Os05g0328333,Os05g0328466,Os05g0328632,Os05g0328800,Os05g0328901,Os05g0329001,Os05g0329100,Os05g0329300,Os05g0329350,Os05g0329400,Os05g0329700,Os05g0329200,Os05g0330150,Os05g0330600
5	104	15502435	15524995	3	Os05g0331366,Os05g0331532,Os05g0331800
5	30	15626472	15638517	2	Os05g0334000,Os05g0334400
5	15	15866499	15873587	2	Os05g0338933,Os05g0338900
5	1891	16046996	16059130	2	Os05g0342000,Os05g0342100
5	338	17305652	17316697	2	Os05g0362300,Os05g0362500
5	74	17530348	17579155	4	Os05g0365600,Os05g0365700,Os05g0366000,Os05g0366200
5	74	17594979	17621339	2	Os05g0366600,Os05g0366800
5	1258	17751476	17767475	3	Os05g0369300,Os05g0369500,Os05g0369700
5	224	17821376	17843173	2	Os05g0370700,Os05g0370900
5	356	18234846	18277445	2	Os05g0378200,Os05g0378500
5	615	18494334	18502996	2	Os05g0382600,Os05g0382900
5	352	19409584	19423234	2	Os05g0399100,Os05g0399200
5	184	19426767	19447487	3	Os05g0399300,Os05g0399400,Os05g0399700
5	352	19465133	19475222	2	Os05g0400100,Os05g0400200
5	325	19631965	19640194	3	Os05g0402900,Os05g0403000,Os05g0403100
5	1255	19649766	19659878	2	Os05g0403400,Os05g0403600
5	1797	19702828	19707432	2	Os05g0404600,Os05g0404700
5	43	19742292	19758913	2	Os05g0405500,Os05g0405600
5	1166	20045545	20087018	2	Os05g0410601,Os05g0410750
5	15	20086443	20101168	3	Os05g0410800,Os05g0410900,Os05g0411100
5	18	20258788	20266481	2	Os05g0414200,Os05g0414300
5	1791	20267977	20278478	2	Os05g0414400,Os05g0414501
5	588	20325340	20381121	3	Os05g0415800,Os05g0415900,Os05g0416400
5	319	21240878	21312499	9	Os05g0433400,Os05g0433500,Os05g0433600,Os05g0433800,Os05g0433900,Os05g0434600,Os05g0434800,Os05g0435100,Os05g0435300
5	9	21404691	21409032	2	Os05g0437050,Os05g0437100
5	1084	21561375	21571809	2	Os05g0440250,Os05g0440300
5	86	21595885	21611511	2	Os05g0440900,Os05g0441400
5	946	21750821	21760742	2	Os05g0444300,Os05g0444500
5	594	21886293	21896812	2	Os05g0446550,Os05g0446600
5	209	22407153	22413263	2	Os05g0456200,Os05g0456300
5	80	22526526	22536087	2	Os05g0458500,Os05g0458600
5	1641	22706591	22713882	2	Os05g0462301,Os05g0462400
5	466	22736693	22744188	2	Os05g0462700,Os05g0462900
5	595	22759059	22766078	2	Os05g0463400,Os05g0463500
5	1357	22776072	22783397	2	Os05g0463900,Os05g0464001
5	2786	22826374	22828938	2	Os05g0464550,Os05g0465000
5	506	22961331	22991467	5	Os05g0467700,Os05g0467900,Os05g0468100,Os05g0468200,Os05g0468400
5	19	23529423	23551282	3	Os05g0478400,Os05g0478700,Os05g0478800
5	2283	23801399	23822092	2	Os05g0484000,Os05g0484700
5	599	23958685	23979669	2	Os05g0487100,Os05g0487300
5	7	24130239	24134853	2	Os05g0491000,Os05g0491100
5	538	24383180	24387337	2	Os05g0496400,Os05g0496500
5	9	24427953	24445186	2	Os05g0497200,Os05g0497300
5	11	24583251	24588920	2	Os05g0499300,Os05g0499400
5	5	24594918	24613221	3	Os05g0499600,Os05g0499800,Os05g0500000
5	24	25022159	25038954	4	Os05g0506450,Os05g0506500,Os05g0506600,Os05g0506800
5	77	25564517	25570887	2	Os05g0515500,Os05g0515600
5	1	26125520	26133467	2	Os05g0524732,Os05g0524800
5	1	26143305	26157648	3	Os05g0525400,Os05g0525501,Os05g0525600
5	5	26192929	26237122	9	Os05g0526800,Os05g0526900,Os05g0527000,Os05g0527100,Os05g0527200,Os05g0527600,Os05g0527700,Os05g0527800,Os05g0527900
5	210	26366391	26369016	2	Os05g0531000,Os05g0531100
5	1500	26371480	26378671	2	Os05g0531200,Os05g0531400
5	62	26389270	26410394	2	Os05g0531800,Os05g0532300
5	42	26467532	26477242	4	Os05g0533200,Os05g0533301,Os05g0533400,Os05g0533450
5	62	26575670	26583006	2	Os05g0535200,Os05g0535300
5	132	26685979	26705017	2	Os05g0537200,Os05g0537300
5	1005	26776769	26793638	2	Os05g0539150,Os05g0539300
5	116	26940318	26945786	2	Os05g0542800,Os05g0542900
