family	seqid1	sequid2
2	Os03t0117900-01	Os04t0549700-01
2	Os03t0117900-01	Os04t0549800-00
2	Os03t0117900-01	Os04t0550200-01
2	Os03t0117900-01	Os04t0572200-00
2	Os03t0117900-01	Os04t0572400-00
2	Os03t0117900-01	Os04t0610400-01
2	Os03t0117900-01	Os04t0648900-01
2	Os03t0117900-01	Os04t0669200-01
2	Os03t0117900-01	Os05t0316800-01
2	Os03t0117900-01	Os05t0351200-00
2	Os03t0117900-01	Os05t0361700-02
2	Os03t0117900-01	Os05t0420300-01
2	Os03t0117900-01	Os05t0437050-00
2	Os03t0117900-01	Os05t0437100-00
2	Os03t0117900-01	Os05t0473300-01
2	Os03t0117900-01	Os05t0497200-01
2	Os03t0117900-01	Os05t0497300-01
2	Os03t0117900-01	Os05t0572000-00
2	Os03t0117900-01	Os06t0127100-01
2	Os03t0117900-01	Os06t0165600-01
2	Os03t0117900-01	Os06t0166400-01
2	Os03t0117900-01	Os06t0181700-01
2	Os03t0117900-01	Os06t0194000-01
2	Os03t0117900-01	Os06t0222400-01
2	Os03t0117900-01	Os06t0604000-01
2	Os03t0117900-01	Os06t0691100-00
2	Os03t0117900-01	Os07t0204000-00
2	Os03t0117900-01	Os07t0227600-00
2	Os03t0117900-01	Os07t0410700-01
2	Os03t0117900-01	Os07t0575000-00
2	Os03t0117900-01	Os07t0617000-02
2	Os03t0117900-01	Os07t0669500-01
2	Os03t0117900-01	Os07t0674800-01
2	Os03t0117900-01	Os08t0173700-01
2	Os03t0117900-01	Os08t0408500-01
2	Os03t0117900-01	Os08t0454000-01
2	Os03t0117900-01	Os08t0474000-01
2	Os03t0117900-01	Os08t0521600-01
2	Os03t0117900-01	Os08t0565200-01
2	Os03t0117900-01	Os09t0286600-01
2	Os03t0117900-01	Os09t0287000-01
2	Os03t0117900-01	Os09t0298332-00
2	Os03t0117900-01	Os09t0309700-01
2	Os03t0117900-01	Os09t0369050-01
2	Os03t0117900-01	Os09t0434500-01
2	Os03t0117900-01	Os09t0457900-01
2	Os03t0117900-01	Os09t0522200-01
2	Os03t0117900-01	Os09t0571700-00
2	Os03t0117900-01	Os09t0572000-01
2	Os03t0117900-01	Os10t0371100-00
2	Os03t0117900-01	Os10t0390800-01
2	Os03t0117900-01	Os10t0523900-00
2	Os03t0117900-01	Os11t0168500-00
2	Os03t0117900-01	Os11t0242300-00
2	Os03t0117900-01	Os12t0168100-01
2	Os03t0117900-01	Os12t0582900-01
2	Os03t0117900-01	Os12t0603300-02
2	Os03t0150200-00	Os03t0174400-00
2	Os03t0150200-00	Os03t0182800-01
2	Os03t0150200-00	Os03t0191900-01
2	Os03t0150200-00	Os03t0263000-01
2	Os03t0150200-00	Os03t0341000-01
2	Os03t0150200-00	Os03t0815800-03
2	Os03t0150200-00	Os03t0860100-01
2	Os03t0150200-00	Os04t0257500-01
2	Os03t0150200-00	Os04t0398000-01
2	Os03t0150200-00	Os04t0399800-00
2	Os03t0150200-00	Os04t0429050-00
2	Os03t0150200-00	Os04t0529100-01
2	Os03t0150200-00	Os04t0546800-01
2	Os03t0150200-00	Os04t0547600-01
2	Os03t0150200-00	Os04t0549700-01
2	Os03t0150200-00	Os04t0549800-00
2	Os03t0150200-00	Os04t0550200-01
2	Os03t0150200-00	Os04t0572200-00
2	Os03t0150200-00	Os04t0572400-00
2	Os03t0150200-00	Os04t0610400-01
2	Os03t0150200-00	Os04t0648900-01
2	Os03t0150200-00	Os04t0669200-01
2	Os03t0150200-00	Os05t0316800-01
2	Os03t0150200-00	Os05t0351200-00
2	Os03t0150200-00	Os05t0361700-02
2	Os03t0150200-00	Os05t0420300-01
2	Os03t0150200-00	Os05t0437050-00
2	Os03t0150200-00	Os05t0437100-00
2	Os03t0150200-00	Os05t0473300-01
2	Os03t0150200-00	Os05t0497200-01
2	Os03t0150200-00	Os05t0497300-01
2	Os03t0150200-00	Os05t0572000-00
2	Os03t0150200-00	Os06t0127100-01
2	Os03t0150200-00	Os06t0165600-01
2	Os03t0150200-00	Os06t0166400-01
2	Os03t0150200-00	Os06t0181700-01
2	Os03t0150200-00	Os06t0194000-01
2	Os03t0150200-00	Os06t0222400-01
2	Os03t0150200-00	Os06t0604000-01
2	Os03t0150200-00	Os06t0691100-00
2	Os03t0150200-00	Os07t0204000-00
2	Os03t0150200-00	Os07t0227600-00
2	Os03t0150200-00	Os07t0410700-01
2	Os03t0150200-00	Os07t0575000-00
2	Os03t0150200-00	Os07t0617000-02
2	Os03t0150200-00	Os07t0669500-01
2	Os03t0150200-00	Os07t0674800-01
2	Os03t0150200-00	Os08t0173700-01
2	Os03t0150200-00	Os08t0408500-01
2	Os03t0150200-00	Os08t0454000-01
2	Os03t0150200-00	Os08t0474000-01
2	Os03t0150200-00	Os08t0521600-01
2	Os03t0150200-00	Os08t0565200-01
2	Os03t0150200-00	Os09t0286600-01
2	Os03t0150200-00	Os09t0287000-01
2	Os03t0150200-00	Os09t0298332-00
2	Os03t0150200-00	Os09t0309700-01
2	Os03t0150200-00	Os09t0369050-01
2	Os03t0150200-00	Os09t0434500-01
2	Os03t0150200-00	Os09t0457900-01
2	Os03t0150200-00	Os09t0522200-01
2	Os03t0150200-00	Os09t0571700-00
2	Os03t0150200-00	Os09t0572000-01
2	Os03t0150200-00	Os10t0371100-00
2	Os03t0150200-00	Os10t0390800-01
2	Os03t0150200-00	Os10t0523900-00
2	Os03t0150200-00	Os11t0168500-00
2	Os03t0150200-00	Os11t0242300-00
2	Os03t0150200-00	Os12t0168100-01
2	Os03t0150200-00	Os12t0582900-01
2	Os03t0150200-00	Os12t0603300-02
2	Os03t0174400-00	Os03t0182800-01
2	Os03t0174400-00	Os03t0191900-01
2	Os03t0174400-00	Os03t0263000-01
2	Os03t0174400-00	Os03t0341000-01
2	Os03t0174400-00	Os03t0815800-03
2	Os03t0174400-00	Os03t0860100-01
2	Os03t0174400-00	Os04t0257500-01
2	Os03t0174400-00	Os04t0398000-01
2	Os03t0174400-00	Os04t0399800-00
2	Os03t0174400-00	Os04t0429050-00
2	Os03t0174400-00	Os04t0529100-01
2	Os03t0174400-00	Os04t0546800-01
2	Os03t0174400-00	Os04t0547600-01
2	Os03t0174400-00	Os04t0549700-01
2	Os03t0174400-00	Os04t0549800-00
2	Os03t0174400-00	Os04t0550200-01
2	Os03t0174400-00	Os04t0572200-00
2	Os03t0174400-00	Os04t0572400-00
2	Os03t0174400-00	Os04t0610400-01
2	Os03t0174400-00	Os04t0648900-01
2	Os03t0174400-00	Os04t0669200-01
2	Os03t0174400-00	Os05t0316800-01
2	Os03t0174400-00	Os05t0351200-00
2	Os03t0174400-00	Os05t0361700-02
2	Os03t0174400-00	Os05t0420300-01
2	Os03t0174400-00	Os05t0437050-00
2	Os03t0174400-00	Os05t0437100-00
2	Os03t0174400-00	Os05t0473300-01
2	Os03t0174400-00	Os05t0497200-01
2	Os03t0174400-00	Os05t0497300-01
2	Os03t0174400-00	Os05t0572000-00
2	Os03t0174400-00	Os06t0127100-01
2	Os03t0174400-00	Os06t0165600-01
2	Os03t0174400-00	Os06t0166400-01
2	Os03t0174400-00	Os06t0181700-01
2	Os03t0174400-00	Os06t0194000-01
2	Os03t0174400-00	Os06t0222400-01
2	Os03t0174400-00	Os06t0604000-01
2	Os03t0174400-00	Os06t0691100-00
2	Os03t0174400-00	Os07t0204000-00
2	Os03t0174400-00	Os07t0227600-00
2	Os03t0174400-00	Os07t0410700-01
2	Os03t0174400-00	Os07t0575000-00
2	Os03t0174400-00	Os07t0617000-02
2	Os03t0174400-00	Os07t0669500-01
2	Os03t0174400-00	Os07t0674800-01
2	Os03t0174400-00	Os08t0173700-01
2	Os03t0174400-00	Os08t0408500-01
2	Os03t0174400-00	Os08t0454000-01
2	Os03t0174400-00	Os08t0474000-01
2	Os03t0174400-00	Os08t0521600-01
2	Os03t0174400-00	Os08t0565200-01
2	Os03t0174400-00	Os09t0286600-01
2	Os03t0174400-00	Os09t0287000-01
2	Os03t0174400-00	Os09t0298332-00
2	Os03t0174400-00	Os09t0309700-01
2	Os03t0174400-00	Os09t0369050-01
2	Os03t0174400-00	Os09t0434500-01
2	Os03t0174400-00	Os09t0457900-01
2	Os03t0174400-00	Os09t0522200-01
2	Os03t0174400-00	Os09t0571700-00
2	Os03t0174400-00	Os09t0572000-01
2	Os03t0174400-00	Os10t0371100-00
2	Os03t0174400-00	Os10t0390800-01
2	Os03t0174400-00	Os10t0523900-00
2	Os03t0174400-00	Os11t0168500-00
2	Os03t0174400-00	Os11t0242300-00
2	Os03t0174400-00	Os12t0168100-01
2	Os03t0174400-00	Os12t0582900-01
2	Os03t0174400-00	Os12t0603300-02
2	Os03t0182800-01	Os03t0191900-01
2	Os03t0182800-01	Os03t0263000-01
2	Os03t0182800-01	Os03t0341000-01
2	Os03t0182800-01	Os03t0815800-03
2	Os03t0182800-01	Os03t0860100-01
2	Os03t0182800-01	Os04t0257500-01
2	Os03t0182800-01	Os04t0398000-01
2	Os03t0182800-01	Os04t0399800-00
2	Os03t0182800-01	Os04t0429050-00
2	Os03t0182800-01	Os04t0529100-01
2	Os03t0182800-01	Os04t0546800-01
2	Os03t0182800-01	Os04t0547600-01
2	Os03t0182800-01	Os04t0549700-01
2	Os03t0182800-01	Os04t0549800-00
2	Os03t0182800-01	Os04t0550200-01
2	Os03t0182800-01	Os04t0572200-00
2	Os03t0182800-01	Os04t0572400-00
2	Os03t0182800-01	Os04t0610400-01
2	Os03t0182800-01	Os04t0648900-01
2	Os03t0182800-01	Os04t0669200-01
2	Os03t0182800-01	Os05t0316800-01
2	Os03t0182800-01	Os05t0351200-00
2	Os03t0182800-01	Os05t0361700-02
2	Os03t0182800-01	Os05t0420300-01
2	Os03t0182800-01	Os05t0437050-00
2	Os03t0182800-01	Os05t0437100-00
2	Os03t0182800-01	Os05t0473300-01
2	Os03t0182800-01	Os05t0497200-01
2	Os03t0182800-01	Os05t0497300-01
2	Os03t0182800-01	Os05t0572000-00
2	Os03t0182800-01	Os06t0127100-01
2	Os03t0182800-01	Os06t0165600-01
2	Os03t0182800-01	Os06t0166400-01
2	Os03t0182800-01	Os06t0181700-01
2	Os03t0182800-01	Os06t0194000-01
2	Os03t0182800-01	Os06t0222400-01
2	Os03t0182800-01	Os06t0604000-01
2	Os03t0182800-01	Os06t0691100-00
2	Os03t0182800-01	Os07t0204000-00
2	Os03t0182800-01	Os07t0227600-00
2	Os03t0182800-01	Os07t0410700-01
2	Os03t0182800-01	Os07t0575000-00
2	Os03t0182800-01	Os07t0617000-02
2	Os03t0182800-01	Os07t0669500-01
2	Os03t0182800-01	Os07t0674800-01
2	Os03t0182800-01	Os08t0173700-01
2	Os03t0182800-01	Os08t0408500-01
2	Os03t0182800-01	Os08t0454000-01
2	Os03t0182800-01	Os08t0474000-01
2	Os03t0182800-01	Os08t0521600-01
2	Os03t0182800-01	Os08t0565200-01
2	Os03t0182800-01	Os09t0286600-01
2	Os03t0182800-01	Os09t0287000-01
2	Os03t0182800-01	Os09t0298332-00
2	Os03t0182800-01	Os09t0309700-01
2	Os03t0182800-01	Os09t0369050-01
2	Os03t0182800-01	Os09t0434500-01
2	Os03t0182800-01	Os09t0457900-01
2	Os03t0182800-01	Os09t0522200-01
2	Os03t0182800-01	Os09t0571700-00
2	Os03t0182800-01	Os09t0572000-01
2	Os03t0182800-01	Os10t0371100-00
2	Os03t0182800-01	Os10t0390800-01
2	Os03t0182800-01	Os10t0523900-00
2	Os03t0182800-01	Os11t0168500-00
2	Os03t0182800-01	Os11t0242300-00
2	Os03t0182800-01	Os12t0168100-01
2	Os03t0182800-01	Os12t0582900-01
2	Os03t0182800-01	Os12t0603300-02
2	Os03t0191900-01	Os03t0263000-01
2	Os03t0191900-01	Os03t0341000-01
2	Os03t0191900-01	Os03t0815800-03
2	Os03t0191900-01	Os03t0860100-01
2	Os03t0191900-01	Os04t0257500-01
2	Os03t0191900-01	Os04t0398000-01
2	Os03t0191900-01	Os04t0399800-00
2	Os03t0191900-01	Os04t0429050-00
2	Os03t0191900-01	Os04t0529100-01
2	Os03t0191900-01	Os04t0546800-01
2	Os03t0191900-01	Os04t0547600-01
2	Os03t0191900-01	Os04t0549700-01
2	Os03t0191900-01	Os04t0549800-00
2	Os03t0191900-01	Os04t0550200-01
2	Os03t0191900-01	Os04t0572200-00
2	Os03t0191900-01	Os04t0572400-00
2	Os03t0191900-01	Os04t0610400-01
2	Os03t0191900-01	Os04t0648900-01
2	Os03t0191900-01	Os04t0669200-01
2	Os03t0191900-01	Os05t0316800-01
2	Os03t0191900-01	Os05t0351200-00
2	Os03t0191900-01	Os05t0361700-02
2	Os03t0191900-01	Os05t0420300-01
2	Os03t0191900-01	Os05t0437050-00
2	Os03t0191900-01	Os05t0437100-00
2	Os03t0191900-01	Os05t0473300-01
2	Os03t0191900-01	Os05t0497200-01
2	Os03t0191900-01	Os05t0497300-01
2	Os03t0191900-01	Os05t0572000-00
2	Os03t0191900-01	Os06t0127100-01
2	Os03t0191900-01	Os06t0165600-01
2	Os03t0191900-01	Os06t0166400-01
2	Os03t0191900-01	Os06t0181700-01
2	Os03t0191900-01	Os06t0194000-01
2	Os03t0191900-01	Os06t0222400-01
2	Os03t0191900-01	Os06t0604000-01
2	Os03t0191900-01	Os06t0691100-00
2	Os03t0191900-01	Os07t0204000-00
2	Os03t0191900-01	Os07t0227600-00
2	Os03t0191900-01	Os07t0410700-01
2	Os03t0191900-01	Os07t0575000-00
2	Os03t0191900-01	Os07t0617000-02
2	Os03t0191900-01	Os07t0669500-01
2	Os03t0191900-01	Os07t0674800-01
2	Os03t0191900-01	Os08t0173700-01
2	Os03t0191900-01	Os08t0408500-01
2	Os03t0191900-01	Os08t0454000-01
2	Os03t0191900-01	Os08t0474000-01
2	Os03t0191900-01	Os08t0521600-01
2	Os03t0191900-01	Os08t0565200-01
2	Os03t0191900-01	Os09t0286600-01
2	Os03t0191900-01	Os09t0287000-01
2	Os03t0191900-01	Os09t0298332-00
2	Os03t0191900-01	Os09t0309700-01
2	Os03t0191900-01	Os09t0369050-01
2	Os03t0191900-01	Os09t0434500-01
2	Os03t0191900-01	Os09t0457900-01
2	Os03t0191900-01	Os09t0522200-01
2	Os03t0191900-01	Os09t0571700-00
2	Os03t0191900-01	Os09t0572000-01
2	Os03t0191900-01	Os10t0371100-00
2	Os03t0191900-01	Os10t0390800-01
2	Os03t0191900-01	Os10t0523900-00
2	Os03t0191900-01	Os11t0168500-00
2	Os03t0191900-01	Os11t0242300-00
2	Os03t0191900-01	Os12t0168100-01
2	Os03t0191900-01	Os12t0582900-01
2	Os03t0191900-01	Os12t0603300-02
2	Os03t0263000-01	Os03t0341000-01
2	Os03t0263000-01	Os03t0815800-03
2	Os03t0263000-01	Os03t0860100-01
2	Os03t0263000-01	Os04t0257500-01
2	Os03t0263000-01	Os04t0398000-01
2	Os03t0263000-01	Os04t0399800-00
2	Os03t0263000-01	Os04t0429050-00
2	Os03t0263000-01	Os04t0529100-01
2	Os03t0263000-01	Os04t0546800-01
2	Os03t0263000-01	Os04t0547600-01
2	Os03t0263000-01	Os04t0549700-01
2	Os03t0263000-01	Os04t0549800-00
2	Os03t0263000-01	Os04t0550200-01
2	Os03t0263000-01	Os04t0572200-00
2	Os03t0263000-01	Os04t0572400-00
2	Os03t0263000-01	Os04t0610400-01
2	Os03t0263000-01	Os04t0648900-01
2	Os03t0263000-01	Os04t0669200-01
2	Os03t0263000-01	Os05t0316800-01
2	Os03t0263000-01	Os05t0351200-00
2	Os03t0263000-01	Os05t0361700-02
2	Os03t0263000-01	Os05t0420300-01
2	Os03t0263000-01	Os05t0437050-00
2	Os03t0263000-01	Os05t0437100-00
2	Os03t0263000-01	Os05t0473300-01
2	Os03t0263000-01	Os05t0497200-01
2	Os03t0263000-01	Os05t0497300-01
2	Os03t0263000-01	Os05t0572000-00
2	Os03t0263000-01	Os06t0127100-01
2	Os03t0263000-01	Os06t0165600-01
2	Os03t0263000-01	Os06t0166400-01
2	Os03t0263000-01	Os06t0181700-01
2	Os03t0263000-01	Os06t0194000-01
2	Os03t0263000-01	Os06t0222400-01
2	Os03t0263000-01	Os06t0604000-01
2	Os03t0263000-01	Os06t0691100-00
2	Os03t0263000-01	Os07t0204000-00
2	Os03t0263000-01	Os07t0227600-00
2	Os03t0263000-01	Os07t0410700-01
2	Os03t0263000-01	Os07t0575000-00
2	Os03t0263000-01	Os07t0617000-02
2	Os03t0263000-01	Os07t0669500-01
2	Os03t0263000-01	Os07t0674800-01
2	Os03t0263000-01	Os08t0173700-01
2	Os03t0263000-01	Os08t0408500-01
2	Os03t0263000-01	Os08t0454000-01
2	Os03t0263000-01	Os08t0474000-01
2	Os03t0263000-01	Os08t0521600-01
2	Os03t0263000-01	Os08t0565200-01
2	Os03t0263000-01	Os09t0286600-01
2	Os03t0263000-01	Os09t0287000-01
2	Os03t0263000-01	Os09t0298332-00
2	Os03t0263000-01	Os09t0309700-01
2	Os03t0263000-01	Os09t0369050-01
2	Os03t0263000-01	Os09t0434500-01
2	Os03t0263000-01	Os09t0457900-01
2	Os03t0263000-01	Os09t0522200-01
2	Os03t0263000-01	Os09t0571700-00
2	Os03t0263000-01	Os09t0572000-01
2	Os03t0263000-01	Os10t0371100-00
2	Os03t0263000-01	Os10t0390800-01
2	Os03t0263000-01	Os10t0523900-00
2	Os03t0263000-01	Os11t0168500-00
2	Os03t0263000-01	Os11t0242300-00
2	Os03t0263000-01	Os12t0168100-01
2	Os03t0263000-01	Os12t0582900-01
2	Os03t0263000-01	Os12t0603300-02
2	Os03t0341000-01	Os03t0815800-03
2	Os03t0341000-01	Os03t0860100-01
2	Os03t0341000-01	Os04t0257500-01
2	Os03t0341000-01	Os04t0398000-01
2	Os03t0341000-01	Os04t0399800-00
2	Os03t0341000-01	Os04t0429050-00
2	Os03t0341000-01	Os04t0529100-01
2	Os03t0341000-01	Os04t0546800-01
2	Os03t0341000-01	Os04t0547600-01
2	Os03t0341000-01	Os04t0549700-01
2	Os03t0341000-01	Os04t0549800-00
2	Os03t0341000-01	Os04t0550200-01
2	Os03t0341000-01	Os04t0572200-00
2	Os03t0341000-01	Os04t0572400-00
2	Os03t0341000-01	Os04t0610400-01
2	Os03t0341000-01	Os04t0648900-01
2	Os03t0341000-01	Os04t0669200-01
2	Os03t0341000-01	Os05t0316800-01
2	Os03t0341000-01	Os05t0351200-00
2	Os03t0341000-01	Os05t0361700-02
2	Os03t0341000-01	Os05t0420300-01
2	Os03t0341000-01	Os05t0437050-00
2	Os03t0341000-01	Os05t0437100-00
2	Os03t0341000-01	Os05t0473300-01
2	Os03t0341000-01	Os05t0497200-01
2	Os03t0341000-01	Os05t0497300-01
2	Os03t0341000-01	Os05t0572000-00
2	Os03t0341000-01	Os06t0127100-01
2	Os03t0341000-01	Os06t0165600-01
2	Os03t0341000-01	Os06t0166400-01
2	Os03t0341000-01	Os06t0181700-01
2	Os03t0341000-01	Os06t0194000-01
2	Os03t0341000-01	Os06t0222400-01
2	Os03t0341000-01	Os06t0604000-01
2	Os03t0341000-01	Os06t0691100-00
2	Os03t0341000-01	Os07t0204000-00
2	Os03t0341000-01	Os07t0227600-00
2	Os03t0341000-01	Os07t0410700-01
2	Os03t0341000-01	Os07t0575000-00
2	Os03t0341000-01	Os07t0617000-02
2	Os03t0341000-01	Os07t0669500-01
2	Os03t0341000-01	Os07t0674800-01
2	Os03t0341000-01	Os08t0173700-01
2	Os03t0341000-01	Os08t0408500-01
2	Os03t0341000-01	Os08t0454000-01
2	Os03t0341000-01	Os08t0474000-01
2	Os03t0341000-01	Os08t0521600-01
2	Os03t0341000-01	Os08t0565200-01
2	Os03t0341000-01	Os09t0286600-01
2	Os03t0341000-01	Os09t0287000-01
2	Os03t0341000-01	Os09t0298332-00
2	Os03t0341000-01	Os09t0309700-01
2	Os03t0341000-01	Os09t0369050-01
2	Os03t0341000-01	Os09t0434500-01
2	Os03t0341000-01	Os09t0457900-01
2	Os03t0341000-01	Os09t0522200-01
2	Os03t0341000-01	Os09t0571700-00
2	Os03t0341000-01	Os09t0572000-01
2	Os03t0341000-01	Os10t0371100-00
2	Os03t0341000-01	Os10t0390800-01
2	Os03t0341000-01	Os10t0523900-00
2	Os03t0341000-01	Os11t0168500-00
2	Os03t0341000-01	Os11t0242300-00
2	Os03t0341000-01	Os12t0168100-01
2	Os03t0341000-01	Os12t0582900-01
2	Os03t0341000-01	Os12t0603300-02
2	Os03t0815800-03	Os03t0860100-01
2	Os03t0815800-03	Os04t0257500-01
2	Os03t0815800-03	Os04t0398000-01
2	Os03t0815800-03	Os04t0399800-00
2	Os03t0815800-03	Os04t0429050-00
2	Os03t0815800-03	Os04t0529100-01
2	Os03t0815800-03	Os04t0546800-01
2	Os03t0815800-03	Os04t0547600-01
2	Os03t0815800-03	Os04t0549700-01
2	Os03t0815800-03	Os04t0549800-00
2	Os03t0815800-03	Os04t0550200-01
2	Os03t0815800-03	Os04t0572200-00
2	Os03t0815800-03	Os04t0572400-00
2	Os03t0815800-03	Os04t0610400-01
2	Os03t0815800-03	Os04t0648900-01
2	Os03t0815800-03	Os04t0669200-01
2	Os03t0815800-03	Os05t0316800-01
2	Os03t0815800-03	Os05t0351200-00
2	Os03t0815800-03	Os05t0361700-02
2	Os03t0815800-03	Os05t0420300-01
2	Os03t0815800-03	Os05t0437050-00
2	Os03t0815800-03	Os05t0437100-00
2	Os03t0815800-03	Os05t0473300-01
2	Os03t0815800-03	Os05t0497200-01
2	Os03t0815800-03	Os05t0497300-01
2	Os03t0815800-03	Os05t0572000-00
2	Os03t0815800-03	Os06t0127100-01
2	Os03t0815800-03	Os06t0165600-01
2	Os03t0815800-03	Os06t0166400-01
2	Os03t0815800-03	Os06t0181700-01
2	Os03t0815800-03	Os06t0194000-01
2	Os03t0815800-03	Os06t0222400-01
2	Os03t0815800-03	Os06t0604000-01
2	Os03t0815800-03	Os06t0691100-00
2	Os03t0815800-03	Os07t0204000-00
2	Os03t0815800-03	Os07t0227600-00
2	Os03t0815800-03	Os07t0410700-01
2	Os03t0815800-03	Os07t0575000-00
2	Os03t0815800-03	Os07t0617000-02
2	Os03t0815800-03	Os07t0669500-01
2	Os03t0815800-03	Os07t0674800-01
2	Os03t0815800-03	Os08t0173700-01
2	Os03t0815800-03	Os08t0408500-01
2	Os03t0815800-03	Os08t0454000-01
2	Os03t0815800-03	Os08t0474000-01
2	Os03t0815800-03	Os08t0521600-01
2	Os03t0815800-03	Os08t0565200-01
2	Os03t0815800-03	Os09t0286600-01
2	Os03t0815800-03	Os09t0287000-01
2	Os03t0815800-03	Os09t0298332-00
2	Os03t0815800-03	Os09t0309700-01
2	Os03t0815800-03	Os09t0369050-01
2	Os03t0815800-03	Os09t0434500-01
2	Os03t0815800-03	Os09t0457900-01
2	Os03t0815800-03	Os09t0522200-01
2	Os03t0815800-03	Os09t0571700-00
2	Os03t0815800-03	Os09t0572000-01
2	Os03t0815800-03	Os10t0371100-00
2	Os03t0815800-03	Os10t0390800-01
2	Os03t0815800-03	Os10t0523900-00
2	Os03t0815800-03	Os11t0168500-00
2	Os03t0815800-03	Os11t0242300-00
2	Os03t0815800-03	Os12t0168100-01
2	Os03t0815800-03	Os12t0582900-01
2	Os03t0815800-03	Os12t0603300-02
2	Os03t0860100-01	Os04t0257500-01
2	Os03t0860100-01	Os04t0398000-01
2	Os03t0860100-01	Os04t0399800-00
2	Os03t0860100-01	Os04t0429050-00
2	Os03t0860100-01	Os04t0529100-01
2	Os03t0860100-01	Os04t0546800-01
2	Os03t0860100-01	Os04t0547600-01
2	Os03t0860100-01	Os04t0549700-01
2	Os03t0860100-01	Os04t0549800-00
2	Os03t0860100-01	Os04t0550200-01
2	Os03t0860100-01	Os04t0572200-00
2	Os03t0860100-01	Os04t0572400-00
2	Os03t0860100-01	Os04t0610400-01
2	Os03t0860100-01	Os04t0648900-01
2	Os03t0860100-01	Os04t0669200-01
2	Os03t0860100-01	Os05t0316800-01
2	Os03t0860100-01	Os05t0351200-00
2	Os03t0860100-01	Os05t0361700-02
2	Os03t0860100-01	Os05t0420300-01
2	Os03t0860100-01	Os05t0437050-00
2	Os03t0860100-01	Os05t0437100-00
2	Os03t0860100-01	Os05t0473300-01
2	Os03t0860100-01	Os05t0497200-01
2	Os03t0860100-01	Os05t0497300-01
2	Os03t0860100-01	Os05t0572000-00
2	Os03t0860100-01	Os06t0127100-01
2	Os03t0860100-01	Os06t0165600-01
2	Os03t0860100-01	Os06t0166400-01
2	Os03t0860100-01	Os06t0181700-01
2	Os03t0860100-01	Os06t0194000-01
2	Os03t0860100-01	Os06t0222400-01
2	Os03t0860100-01	Os06t0604000-01
2	Os03t0860100-01	Os06t0691100-00
2	Os03t0860100-01	Os07t0204000-00
2	Os03t0860100-01	Os07t0227600-00
2	Os03t0860100-01	Os07t0410700-01
2	Os03t0860100-01	Os07t0575000-00
2	Os03t0860100-01	Os07t0617000-02
2	Os03t0860100-01	Os07t0669500-01
2	Os03t0860100-01	Os07t0674800-01
2	Os03t0860100-01	Os08t0173700-01
2	Os03t0860100-01	Os08t0408500-01
2	Os03t0860100-01	Os08t0454000-01
2	Os03t0860100-01	Os08t0474000-01
2	Os03t0860100-01	Os08t0521600-01
2	Os03t0860100-01	Os08t0565200-01
2	Os03t0860100-01	Os09t0286600-01
2	Os03t0860100-01	Os09t0287000-01
2	Os03t0860100-01	Os09t0298332-00
2	Os03t0860100-01	Os09t0309700-01
2	Os03t0860100-01	Os09t0369050-01
2	Os03t0860100-01	Os09t0434500-01
2	Os03t0860100-01	Os09t0457900-01
2	Os03t0860100-01	Os09t0522200-01
2	Os03t0860100-01	Os09t0571700-00
2	Os03t0860100-01	Os09t0572000-01
2	Os03t0860100-01	Os10t0371100-00
2	Os03t0860100-01	Os10t0390800-01
2	Os03t0860100-01	Os10t0523900-00
2	Os03t0860100-01	Os11t0168500-00
2	Os03t0860100-01	Os11t0242300-00
2	Os03t0860100-01	Os12t0168100-01
2	Os03t0860100-01	Os12t0582900-01
2	Os03t0860100-01	Os12t0603300-02
2	Os04t0257500-01	Os04t0398000-01
2	Os04t0257500-01	Os04t0399800-00
2	Os04t0257500-01	Os04t0429050-00
2	Os04t0257500-01	Os04t0529100-01
2	Os04t0257500-01	Os04t0546800-01
2	Os04t0257500-01	Os04t0547600-01
2	Os04t0257500-01	Os04t0549700-01
2	Os04t0257500-01	Os04t0549800-00
2	Os04t0257500-01	Os04t0550200-01
2	Os04t0257500-01	Os04t0572200-00
2	Os04t0257500-01	Os04t0572400-00
2	Os04t0257500-01	Os04t0610400-01
2	Os04t0257500-01	Os04t0648900-01
2	Os04t0257500-01	Os04t0669200-01
2	Os04t0257500-01	Os05t0316800-01
2	Os04t0257500-01	Os05t0351200-00
2	Os04t0257500-01	Os05t0361700-02
2	Os04t0257500-01	Os05t0420300-01
2	Os04t0257500-01	Os05t0437050-00
2	Os04t0257500-01	Os05t0437100-00
2	Os04t0257500-01	Os05t0473300-01
2	Os04t0257500-01	Os05t0497200-01
2	Os04t0257500-01	Os05t0497300-01
2	Os04t0257500-01	Os05t0572000-00
2	Os04t0257500-01	Os06t0127100-01
2	Os04t0257500-01	Os06t0165600-01
2	Os04t0257500-01	Os06t0166400-01
2	Os04t0257500-01	Os06t0181700-01
2	Os04t0257500-01	Os06t0194000-01
2	Os04t0257500-01	Os06t0222400-01
2	Os04t0257500-01	Os06t0604000-01
2	Os04t0257500-01	Os06t0691100-00
2	Os04t0257500-01	Os07t0204000-00
2	Os04t0257500-01	Os07t0227600-00
2	Os04t0257500-01	Os07t0410700-01
2	Os04t0257500-01	Os07t0575000-00
2	Os04t0257500-01	Os07t0617000-02
2	Os04t0257500-01	Os07t0669500-01
