chromosome	family	start	end	size	genes
2	55	31787348	31807800	3	Os02g0755500,Os02g0755600,Os02g0755900
2	410	31824134	31852644	4	Os02g0756200,Os02g0756600,Os02g0756800,Os02g0757100
2	2147	32088131	32093988	2	Os02g0761900,Os02g0762100
2	2511	32164570	32179122	2	Os02g0763200,Os02g0763800
2	402	32179355	32199486	3	Os02g0763900,Os02g0764200,Os02g0764400
2	362	32243175	32250174	2	Os02g0765400,Os02g0765600
2	148	32976864	32987749	3	Os02g0778900,Os02g0779000,Os02g0779200
2	882	33324540	33355213	3	Os02g0785000,Os02g0785200,Os02g0785700
2	34	33408020	33426476	2	Os02g0786500,Os02g0786900
2	4221	33491615	33495763	2	Os02g0788300,Os02g0788400
2	728	33821223	33828267	2	Os02g0795666,Os02g0795732
2	4229	33843885	33847806	2	Os02g0796000,Os02g0796100
2	2526	33914149	33928995	2	Os02g0796900,Os02g0797200
2	4230	33982930	33987712	2	Os02g0798400,Os02g0798501
2	332	34009244	34017287	2	Os02g0798800,Os02g0798900
2	388	34053182	34059033	2	Os02g0799600,Os02g0799700
2	675	34081775	34085028	2	Os02g0800300,Os02g0800400
2	675	34133450	34139283	3	Os02g0800900,Os02g0801000,Os02g0801100
2	59	34516622	34553608	3	Os02g0807900,Os02g0808100,Os02g0808300
2	64	34742561	34771168	4	Os02g0811400,Os02g0811600,Os02g0811800,Os02g0812000
2	128	34745304	34760198	2	Os02g0811501,Os02g0811650
2	411	34794245	34825820	6	Os02g0812500,Os02g0812600,Os02g0812700,Os02g0813000,Os02g0813083,Os02g0813166
2	4248	34900421	34903148	2	Os02g0814300,Os02g0814400
2	241	35433662	35449938	3	Os02g0824900,Os02g0825301,Os02g0825500
2	2541	35433749	35442493	2	Os02g0825033,Os02g0825367
2	241	35481944	35500901	2	Os02g0825700,Os02g0826000
2	241	35534139	35536130	2	Os02g0826675,Os02g0826700
2	4263	35660775	35671730	2	Os02g0829500,Os02g0829600
2	100	35790162	35804494	2	Os02g0832400,Os02g0832500
3	1695	152781	169983	3	Os03g0102300,Os03g0102333,Os03g0102366
3	269	179190	191268	2	Os03g0102500,Os03g0102700
3	22	208340	220919	3	Os03g0103100,Os03g0103200,Os03g0103300
3	726	272404	274762	2	Os03g0103950,Os03g0104000
3	269	386875	402293	4	Os03g0106500,Os03g0106700,Os03g0106800,Os03g0106900
3	1517	922684	926283	2	Os03g0116300,Os03g0116316
3	58	1172250	1179001	2	Os03g0121200,Os03g0121300
3	2557	1567984	1575496	2	Os03g0127900,Os03g0127950
3	100	1582250	1602046	2	Os03g0128100,Os03g0128200
3	7	1765917	1775816	2	Os03g0130900,Os03g0131000
3	299	1882042	1891066	2	Os03g0133500,Os03g0133800
3	579	1882278	1887657	2	Os03g0133650,Os03g0133825
3	1703	1948386	1955959	3	Os03g0135100,Os03g0135200,Os03g0135300
3	559	2170144	2225202	4	Os03g0139600,Os03g0140100,Os03g0140200,Os03g0140400
3	1706	2302598	2331600	2	Os03g0141800,Os03g0142200
3	522	2466460	2489480	3	Os03g0144300,Os03g0144500,Os03g0144800
3	786	2609710	2615443	2	Os03g0146900,Os03g0147001
3	48	2723037	2727559	2	Os03g0149000,Os03g0149100
3	1	2771187	2777769	2	Os03g0149700,Os03g0149800
3	123	2804141	2817322	3	Os03g0150500,Os03g0150600,Os03g0150800
3	807	2934839	2967286	5	Os03g0153100,Os03g0153500,Os03g0153900,Os03g0154000,Os03g0154100
3	20	2998855	3037894	6	Os03g0155300,Os03g0155500,Os03g0155700,Os03g0155900,Os03g0156000,Os03g0156300
3	79	3402625	3407198	2	Os03g0162650,Os03g0162800
3	4336	3444764	3453008	2	Os03g0163600,Os03g0163900
3	222	3567173	3571828	2	Os03g0166100,Os03g0166200
3	519	3814378	3846658	2	Os03g0171300,Os03g0171700
3	4347	3889565	3893580	2	Os03g0172700,Os03g0172850
3	1711	4095378	4119755	4	Os03g0177400,Os03g0177500,Os03g0177900,Os03g0178000
3	1712	4131128	4136490	2	Os03g0178300,Os03g0178400
3	518	4236724	4249816	2	Os03g0180900,Os03g0181100
3	3250	4367273	4373458	2	Os03g0183200,Os03g0183300
3	3414	4441960	4446466	2	Os03g0184550,Os03g0184600
3	4361	4470567	4481247	2	Os03g0185200,Os03g0185400
3	1186	4667276	4685170	2	Os03g0189400,Os03g0189600
3	1715	4888551	4889614	2	Os03g0193700,Os03g0193901
3	4371	4913314	4926075	2	Os03g0194600,Os03g0194900
3	101	4946360	5001806	5	Os03g0195300,Os03g0195450,Os03g0195500,Os03g0195800,Os03g0196000
3	895	5327677	5335603	2	Os03g0201800,Os03g0201901
3	4378	5474355	5482358	2	Os03g0204500,Os03g0204900
3	4384	5672848	5680026	2	Os03g0208700,Os03g0208800
3	1718	5749954	5755913	3	Os03g0210000,Os03g0210100,Os03g0210200
3	4397	6950861	6959386	2	Os03g0231700,Os03g0231800
3	1220	7092864	7101570	3	Os03g0233900,Os03g0234000,Os03g0234100
3	13	7107129	7129609	3	Os03g0234500,Os03g0234900,Os03g0235000
3	219	7139074	7168860	3	Os03g0235300,Os03g0235700,Os03g0235900
3	105	7675772	7679130	2	Os03g0245200,Os03g0245300
3	4422	8327284	8331769	2	Os03g0257500,Os03g0257600
3	184	8833718	8838527	3	Os03g0266900,Os03g0267000,Os03g0267200
3	88	8938481	8952082	3	Os03g0268900,Os03g0269000,Os03g0269100
3	515	8981683	9016463	2	Os03g0269601,Os03g0269900
3	681	9421699	9426838	2	Os03g0277600,Os03g0277700
3	629	9654333	9667255	2	Os03g0281900,Os03g0282100
3	1734	9708208	9719884	3	Os03g0283000,Os03g0283100,Os03g0283200
3	2603	9935309	9940509	2	Os03g0287600,Os03g0287700
3	1621	10393657	10400008	2	Os03g0297100,Os03g0297300
3	4457	10645184	10648574	2	Os03g0301950,Os03g0302000
3	299	10816009	10827482	2	Os03g0305000,Os03g0305100
3	1170	10854014	10866049	2	Os03g0305800,Os03g0306100
3	2608	10926469	10930895	2	Os03g0307200,Os03g0307300
3	1112	11422308	11450605	2	Os03g0317300,Os03g0317900
3	1742	11449432	11461021	2	Os03g0318025,Os03g0318150
3	405	11769669	11778327	2	Os03g0324200,Os03g0324300
3	1004	11883831	11898228	3	Os03g0326000,Os03g0326100,Os03g0326200
3	280	12047013	12071893	2	Os03g0328900,Os03g0329200
3	13	12611816	12619711	2	Os03g0339300,Os03g0339400
3	4473	12739354	12754664	2	Os03g0341600,Os03g0342100
3	524	13038733	13070842	2	Os03g0347900,Os03g0348200
3	2622	13126146	13137486	2	Os03g0350100,Os03g0350300
3	4484	13565398	13577311	2	Os03g0355100,Os03g0355300
3	4152	13570909	13584285	2	Os03g0355200,Os03g0355400
3	333	13712274	13723311	2	Os03g0356582,Os03g0356596
3	684	14035702	14110687	6	Os03g0361100,Os03g0361500,Os03g0361600,Os03g0361700,Os03g0362032,Os03g0362500
3	4496	14094733	14146663	2	Os03g0362200,Os03g0363100
3	2625	14153896	14170408	2	Os03g0363500,Os03g0363600
3	1955	14289593	14297898	2	Os03g0365800,Os03g0365900
3	58	14436127	14446878	2	Os03g0368000,Os03g0368300
3	4501	14436882	14446076	2	Os03g0368150,Os03g0368351
3	58	14469692	14482432	2	Os03g0368900,Os03g0369000
3	99	14553015	14573221	5	Os03g0370900,Os03g0371000,Os03g0371300,Os03g0371350,Os03g0371400
3	1154	15300737	15309776	2	Os03g0385100,Os03g0385400
3	1910	15395285	15403844	2	Os03g0386700,Os03g0386800
3	900	15530630	15587152	4	Os03g0388900,Os03g0389100,Os03g0389400,Os03g0389501
3	1184	15795756	15825179	3	Os03g0393100,Os03g0393375,Os03g0393700
3	1750	16209132	16215417	2	Os03g0399800,Os03g0399900
3	4528	16551354	16577673	2	Os03g0404800,Os03g0405000
3	960	16594185	16632054	3	Os03g0405500,Os03g0405550,Os03g0405900
3	525	17260437	17266217	2	Os03g0416200,Os03g0416300
3	182	17680228	17710049	2	Os03g0424000,Os03g0424200
3	4538	17714875	17728835	2	Os03g0424500,Os03g0424800
3	1232	18388075	18392238	2	Os03g0435800,Os03g0435900
3	81	18430425	18437086	2	Os03g0437100,Os03g0437200
3	903	20725388	20799805	3	Os03g0570800,Os03g0571700,Os03g0571900
3	395	20978620	21007629	2	Os03g0574900,Os03g0575200
3	2059	21275422	21313520	2	Os03g0580200,Os03g0580800
3	482	21416192	21421069	2	Os03g0582200,Os03g0582300
3	1764	21701041	21751686	3	Os03g0587600,Os03g0588200,Os03g0588600
3	4562	21782331	21793702	2	Os03g0589100,Os03g0589400
3	17	22048470	22086165	2	Os03g0593600,Os03g0594100
3	2658	22434429	22453961	2	Os03g0600800,Os03g0601100
3	1488	23048126	23068159	3	Os03g0610650,Os03g0610700,Os03g0610800
3	1765	23491995	23510727	3	Os03g0619600,Os03g0619800,Os03g0619850
3	2661	23568423	23597431	3	Os03g0621600,Os03g0621650,Os03g0621900
3	4580	23609771	23616375	2	Os03g0622100,Os03g0622200
3	1766	23812565	23831445	2	Os03g0625800,Os03g0625933
3	1767	24189817	24197393	2	Os03g0633100,Os03g0633400
3	76	24198649	24213858	2	Os03g0633500,Os03g0633800
3	1770	24768026	24786767	2	Os03g0642900,Os03g0643000
3	4599	25334373	25376854	2	Os03g0652100,Os03g0652600
3	636	25356731	25396720	2	Os03g0652400,Os03g0653100
3	668	25690409	25760738	2	Os03g0658000,Os03g0658800
3	481	25884212	25899041	3	Os03g0660300,Os03g0660400,Os03g0660500
3	63	26032958	26035297	2	Os03g0663400,Os03g0663500
3	771	26119970	26148618	2	Os03g0664800,Os03g0665000
3	208	26276422	26292018	2	Os03g0667300,Os03g0667500
3	859	26317071	26327533	2	Os03g0668000,Os03g0668100
3	359	26581781	26610235	2	Os03g0673000,Os03g0673500
3	557	26979830	27050075	7	Os03g0680100,Os03g0680200,Os03g0680300,Os03g0680400,Os03g0680500,Os03g0680566,Os03g0680600
3	139	27051401	27063359	2	Os03g0680700,Os03g0680800
3	113	27153508	27176225	2	Os03g0682200,Os03g0682600
3	1239	27222551	27233772	2	Os03g0683200,Os03g0683500
3	1239	27441058	27451130	3	Os03g0687400,Os03g0687800,Os03g0688000
3	4620	27520367	27537829	2	Os03g0689544,Os03g0689688
3	1357	27779100	27792047	4	Os03g0693700,Os03g0693800,Os03g0693900,Os03g0694000
3	1240	28054566	28069515	4	Os03g0699800,Os03g0699950,Os03g0700100,Os03g0700200
3	35	28240368	28252049	2	Os03g0703000,Os03g0703100
3	401	28598319	28606325	2	Os03g0709100,Os03g0709300
3	2690	28719395	28732934	2	Os03g0711400,Os03g0711500
3	2691	28720607	28736111	2	Os03g0711425,Os03g0711525
3	359	29596367	29632749	2	Os03g0727000,Os03g0727200
3	4639	29794747	29800489	2	Os03g0729200,Os03g0729300
3	233	29858939	29887239	3	Os03g0730400,Os03g0730500,Os03g0730700
3	4642	29950669	29974490	2	Os03g0731900,Os03g0732000
3	1776	30070303	30077044	4	Os03g0733900,Os03g0734000,Os03g0734100,Os03g0734200
3	2695	30224194	30230172	2	Os03g0737300,Os03g0737400
3	811	30835650	30887955	3	Os03g0749100,Os03g0749300,Os03g0749500
3	18	31031753	31055017	2	Os03g0752800,Os03g0753100
3	1244	31179872	31190795	2	Os03g0755625,Os03g0755700
3	1608	31281967	31297066	3	Os03g0757000,Os03g0757100,Os03g0757200
3	4649	31299182	31304305	2	Os03g0757500,Os03g0757600
3	1589	31436337	31455626	4	Os03g0760000,Os03g0760200,Os03g0760300,Os03g0760500
3	298	31526874	31533502	2	Os03g0762300,Os03g0762400
3	1782	31729638	31736253	3	Os03g0766100,Os03g0766200,Os03g0766350
3	359	31964738	31991587	2	Os03g0771500,Os03g0772100
3	19	32008474	32015229	2	Os03g0772600,Os03g0772700
3	2460	32757036	32782701	2	Os03g0788600,Os03g0788700
3	146	32869350	32898262	3	Os03g0790700,Os03g0790900,Os03g0791200
3	2707	32873016	32884361	2	Os03g0790801,Os03g0791050
3	248	32982204	32988118	2	Os03g0793000,Os03g0793300
3	771	33034615	33037983	3	Os03g0794200,Os03g0794300,Os03g0794400
3	689	33099408	33105394	2	Os03g0795600,Os03g0795800
3	1246	33194541	33228543	4	Os03g0797000,Os03g0797300,Os03g0797400,Os03g0797500
3	146	33253749	33260232	2	Os03g0798000,Os03g0798101
3	57	33482291	33489809	2	Os03g0802500,Os03g0802600
3	1356	33586465	33591872	3	Os03g0804500,Os03g0804600,Os03g0804700
3	1790	33638650	33647519	2	Os03g0805600,Os03g0805700
3	2710	33645107	33653755	2	Os03g0805733,Os03g0805766
3	1790	33659567	33687737	2	Os03g0805900,Os03g0806300
3	2218	33927612	33937615	2	Os03g0810600,Os03g0810700
3	183	34036246	34055950	2	Os03g0812400,Os03g0812800
3	4707	34108014	34124443	2	Os03g0814200,Os03g0814550
3	2716	34311343	34325381	2	Os03g0817800,Os03g0817900
3	15	34424180	34428391	2	Os03g0820300,Os03g0820400
3	270	34430457	34434187	2	Os03g0820500,Os03g0820600
3	2717	34554649	34559878	2	Os03g0823100,Os03g0823200
3	321	34560598	34562479	2	Os03g0823301,Os03g0823350
3	2718	34733490	34740504	2	Os03g0826800,Os03g0826900
3	378	34792025	34800760	2	Os03g0828300,Os03g0828500
3	753	34820687	34828944	2	Os03g0829100,Os03g0829200
3	207	34860760	34884578	5	Os03g0829900,Os03g0830200,Os03g0830300,Os03g0830400,Os03g0830500
3	594	35303778	35317266	2	Os03g0839700,Os03g0839900
3	300	35693286	35732118	2	Os03g0848700,Os03g0849500
3	260	35753369	35768986	2	Os03g0849800,Os03g0849900
3	1792	36184724	36190366	2	Os03g0857500,Os03g0857600
3	1136	36281400	36284798	2	Os03g0859600,Os03g0859700
3	167	36320679	36338948	2	Os03g0860700,Os03g0860801
4	2727	87621	97611	2	Os04g0101100,Os04g0101300
4	36	240549	249229	2	Os04g0103500,Os04g0103700
4	448	400959	457102	4	Os04g0106400,Os04g0107200,Os04g0107300,Os04g0107500
4	2697	646206	650068	2	Os04g0111200,Os04g0111225
4	1793	885541	909802	2	Os04g0114801,Os04g0115400
4	4753	923372	946752	2	Os04g0115650,Os04g0115800
4	4755	1054609	1076436	2	Os04g0117900,Os04g0118100
4	33	1201627	1284856	6	Os04g0120100,Os04g0120300,Os04g0120350,Os04g0121100,Os04g0121200,Os04g0121300
4	33	1702012	1740998	4	Os04g0127100,Os04g0127200,Os04g0127300,Os04g0127600
4	4760	1766911	1781348	2	Os04g0128001,Os04g0128400
4	1522	1974598	1997936	2	Os04g0131850,Os04g0131900
4	516	2300969	2372469	2	Os04g0135400,Os04g0136000
4	516	2752711	2758796	2	Os04g0140400,Os04g0140666
4	416	3586585	3608420	2	Os04g0152000,Os04g0152400
4	416	3635325	3768464	5	Os04g0153000,Os04g0153200,Os04g0154000,Os04g0154700,Os04g0154800
4	1249	3867343	4042102	2	Os04g0156200,Os04g0158400
4	4771	4469893	4490101	2	Os04g0165900,Os04g0166000
4	1419	4835200	4853694	2	Os04g0170866,Os04g0171232
4	1760	4869933	4878321	2	Os04g0171600,Os04g0171800
4	532	5161947	5194492	3	Os04g0175600,Os04g0175900,Os04g0176200
4	39	5380120	5387215	2	Os04g0179100,Os04g0179200
4	181	5644979	5731927	5	Os04g0182875,Os04g0182900,Os04g0183300,Os04g0183500,Os04g0184100
4	693	5669190	5740550	4	Os04g0183201,Os04g0183401,Os04g0184250,Os04g0184450
4	181	5739476	5782412	3	Os04g0184500,Os04g0184801,Os04g0185000
4	123	5811361	5868179	3	Os04g0185600,Os04g0186400,Os04g0186800
4	309	5847438	5867983	2	Os04g0186450,Os04g0187001
4	3811	6053705	6070580	2	Os04g0189400,Os04g0189800
4	1523	6247543	6264062	2	Os04g0191600,Os04g0191800
4	1797	6314737	6380789	2	Os04g0192775,Os04g0193200
4	1523	6387235	6456042	2	Os04g0193300,Os04g0194000
4	1561	6912953	6914107	2	Os04g0201800,Os04g0201500
4	763	6940275	6979276	4	Os04g0201900,Os04g0202300,Os04g0202500,Os04g0202800
4	437	7021347	7033453	3	Os04g0203600,Os04g0204000,Os04g0204100
4	437	7150656	7166293	4	Os04g0206450,Os04g0206500,Os04g0206600,Os04g0206700
4	115	7221326	7251823	2	Os04g0207600,Os04g0208200
4	120	7260561	7267272	2	Os04g0208500,Os04g0208600
4	2039	7301574	7325788	2	Os04g0209200,Os04g0209300
4	118	7973330	7983880	2	Os04g0219550,Os04g0219600
4	314	8243749	8268571	2	Os04g0223500,Os04g0223901
4	953	8479770	8499957	2	Os04g0226666,Os04g0226800
4	827	11375483	11410320	2	Os04g0271700,Os04g0272200
4	4796	12588570	12592096	2	Os04g0289600,Os04g0289700
4	553	12661871	12673930	2	Os04g0291000,Os04g0291100
4	16	12718050	12725101	2	Os04g0292150,Os04g0291900
4	107	13173357	13174745	2	Os04g0297933,Os04g0298066
4	24	13913869	13925115	2	Os04g0307900,Os04g0308100
4	55	14302605	14313175	2	Os04g0313900,Os04g0314100
4	1801	14492627	14528182	2	Os04g0316800,Os04g0317300
4	129	14535043	14559609	3	Os04g0317400,Os04g0317500,Os04g0317800
4	55	14680109	14694215	2	Os04g0319700,Os04g0319800
4	55	14742590	14789443	2	Os04g0320700,Os04g0321100
4	55	14969861	14988997	2	Os04g0324100,Os04g0324400
4	55	15107706	15121909	2	Os04g0326100,Os04g0326201
4	129	15269336	15292975	3	Os04g0328900,Os04g0329200,Os04g0329300
4	1801	15297923	15314063	2	Os04g0329500,Os04g0329650
4	761	15632138	15683093	2	Os04g0334700,Os04g0334951
4	2751	15637937	15668948	2	Os04g0334825,Os04g0335075
4	2400	15865222	15879964	2	Os04g0337201,Os04g0337300
4	472	15889234	16005150	5	Os04g0337500,Os04g0337800,Os04g0338000,Os04g0338100,Os04g0339400
4	524	16349941	16424929	3	Os04g0344100,Os04g0344400,Os04g0345400
4	4817	16795191	16800341	2	Os04g0351800,Os04g0351933
4	413	16882610	17002986	4	Os04g0353600,Os04g0354400,Os04g0354600,Os04g0355500
4	4819	17084194	17098154	2	Os04g0357500,Os04g0357700
4	534	17108109	17203486	3	Os04g0358000,Os04g0359100,Os04g0359700
4	312	17258661	17321028	2	Os04g0360500,Os04g0361500
4	24	17584989	17671131	2	Os04g0365100,Os04g0366000
4	216	17874313	17909802	3	Os04g0368000,Os04g0368300,Os04g0368800
4	277	17915386	17940263	2	Os04g0369066,Os04g0369100
4	216	17960744	18005396	2	Os04g0369600,Os04g0370100
4	332	18012199	18030493	3	Os04g0370300,Os04g0370500,Os04g0370600
4	216	18042195	18072738	4	Os04g0370900,Os04g0371000,Os04g0371100,Os04g0371200
4	854	18258101	18274223	2	Os04g0374400,Os04g0374601
4	2753	18786423	18824451	2	Os04g0382900,Os04g0383700
4	212	19061597	19081059	2	Os04g0387600,Os04g0387900
4	78	19221064	19231750	2	Os04g0390500,Os04g0390600
4	2413	19233125	19239026	2	Os04g0390700,Os04g0390800
4	915	19300027	19332227	4	Os04g0392300,Os04g0392500,Os04g0393100,Os04g0393200
4	531	19796632	19844276	6	Os04g0400000,Os04g0400600,Os04g0400700,Os04g0400800,Os04g0401000,Os04g0401100
4	1610	19941027	19996158	2	Os04g0402500,Os04g0403200
4	4836	20224698	20230969	2	Os04g0408700,Os04g0408900
4	1116	20343298	20353555	2	Os04g0411800,Os04g0412000
4	201	20412316	20426921	2	Os04g0413200,Os04g0413500
4	36	20758076	20792816	4	Os04g0419900,Os04g0420033,Os04g0420300,Os04g0420600
4	916	20811155	20820363	2	Os04g0420700,Os04g0420801
4	2760	21281751	21293643	2	Os04g0429500,Os04g0429600
4	192	21491470	21507281	2	Os04g0433000,Os04g0433100
4	2763	21650405	21661772	2	Os04g0435325,Os04g0435475
4	2432	21844512	21856316	2	Os04g0439100,Os04g0439200
4	209	22316723	22326881	3	Os04g0447500,Os04g0447600,Os04g0447700
4	2216	22316852	22324931	3	Os04g0447533,Os04g0447566,Os04g0447650
4	4844	22369763	22373089	2	Os04g0448900,Os04g0448950
4	2392	22381340	22387707	2	Os04g0449100,Os04g0449200
4	1	22435662	22443686	2	Os04g0450300,Os04g0450400
4	595	22594108	22601272	2	Os04g0452600,Os04g0452700
4	266	22821083	22830301	3	Os04g0456200,Os04g0456300,Os04g0456700
4	1640	22893873	22905619	2	Os04g0458300,Os04g0458600
4	600	22969845	22980329	2	Os04g0460200,Os04g0460300
4	664	23422508	23436494	2	Os04g0469000,Os04g0469300
4	35	23715504	23767401	5	Os04g0474300,Os04g0474500,Os04g0474700,Os04g0474800,Os04g0474900
4	763	23770072	23781629	2	Os04g0475100,Os04g0475200
4	1590	24044380	24051142	3	Os04g0480600,Os04g0480650,Os04g0480700
4	1177	24054885	24067935	3	Os04g0480900,Os04g0481000,Os04g0481200
4	2394	24098311	24102538	2	Os04g0481800,Os04g0481900
4	2772	24103028	24111210	2	Os04g0482000,Os04g0482100
4	536	24546646	24566456	3	Os04g0491200,Os04g0491350,Os04g0491500
4	863	24687753	24709910	3	Os04g0493400,Os04g0493600,Os04g0494100
4	304	24725907	24753063	5	Os04g0494600,Os04g0494800,Os04g0494900,Os04g0494950,Os04g0495000
4	2447	24810332	24816067	2	Os04g0496000,Os04g0496150
4	438	25526675	25534892	2	Os04g0510200,Os04g0510300
4	1680	25554772	25565153	2	Os04g0510900,Os04g0511200
4	35	25658339	25685698	3	Os04g0513400,Os04g0513700,Os04g0513900
4	265	25906878	25929716	2	Os04g0518100,Os04g0518400
4	1644	26206388	26215366	2	Os04g0523650,Os04g0523812
4	78	26236705	26252252	2	Os04g0524500,Os04g0524600
4	1185	26342449	26348499	2	Os04g0526800,Os04g0527000
4	19	26572754	26578707	2	Os04g0531400,Os04g0531500
4	324	26580262	26619087	5	Os04g0531700,Os04g0531750,Os04g0531900,Os04g0532100,Os04g0532400
4	4882	26679487	26683945	2	Os04g0533700,Os04g0533800
4	867	26689858	26700515	2	Os04g0534000,Os04g0534100
4	78	27154339	27187746	2	Os04g0542200,Os04g0542800
4	318	27328757	27335203	2	Os04g0545400,Os04g0545600
4	2	27371324	27410384	2	Os04g0546800,Os04g0547600
4	2	27517205	27540865	3	Os04g0549700,Os04g0549800,Os04g0550200
4	869	27645701	27657079	2	Os04g0552000,Os04g0552200
4	407	27646851	27656826	2	Os04g0552066,Os04g0552250
4	22	27740064	27754530	3	Os04g0554500,Os04g0554600,Os04g0554800
4	1054	27795857	27815440	2	Os04g0555500,Os04g0555600
4	853	27843255	27854961	3	Os04g0556400,Os04g0556500,Os04g0556600
4	224	27881155	27955640	3	Os04g0557200,Os04g0557500,Os04g0557800
4	853	28315067	28338321	2	Os04g0565200,Os04g0565400
4	2	28813791	28821520	2	Os04g0572200,Os04g0572400
4	1483	29331563	29341162	2	Os04g0581000,Os04g0581100
4	873	29412733	29449352	3	Os04g0582000,Os04g0582600,Os04g0582900
4	37	29588252	29625055	5	Os04g0585700,Os04g0585900,Os04g0586000,Os04g0586100,Os04g0586200
4	743	29658700	29672579	3	Os04g0587300,Os04g0587400,Os04g0587500
4	4906	30001534	30005122	2	Os04g0593400,Os04g0593500
4	875	30012155	30026167	3	Os04g0593700,Os04g0593800,Os04g0594000
4	951	30156252	30165436	2	Os04g0597600,Os04g0597800
4	4907	30157065	30165241	2	Os04g0597700,Os04g0597816
4	24	30196157	30223167	4	Os04g0598600,Os04g0598800,Os04g0598900,Os04g0599000
4	1619	30287197	30293040	2	Os04g0600200,Os04g0600300
4	528	30377828	30384728	2	Os04g0601800,Os04g0602000
4	71	30473630	30483492	2	Os04g0604200,Os04g0604300
4	71	30518927	30523556	2	Os04g0604800,Os04g0604900
4	4910	30724493	30733533	2	Os04g0607500,Os04g0607583
4	4911	30860607	30871743	2	Os04g0609300,Os04g0609500
4	862	31019367	31041387	3	Os04g0611700,Os04g0611800,Os04g0612000
4	917	31103334	31107921	2	Os04g0613500,Os04g0613600
4	1139	31169012	31182430	2	Os04g0614500,Os04g0614600
4	3200	31239185	31249612	2	Os04g0615700,Os04g0615800
4	16	31263110	31321192	7	Os04g0616200,Os04g0616282,Os04g0616300,Os04g0616400,Os04g0616500,Os04g0616600,Os04g0616700
4	481	31349656	31357847	2	Os04g0617050,Os04g0617350
4	841	31551859	31582927	3	Os04g0620800,Os04g0620950,Os04g0621500
4	986	31646261	31665410	2	Os04g0622800,Os04g0623100
4	690	31688721	31696603	2	Os04g0623500,Os04g0623600
4	813	31721661	31751604	4	Os04g0624100,Os04g0624400,Os04g0624450,Os04g0624500
4	192	31809708	31813399	2	Os04g0625500,Os04g0625600
4	4921	31831245	31842050	2	Os04g0626000,Os04g0626100
4	301	31855518	31867385	2	Os04g0626450,Os04g0626500
4	4922	31875725	31894575	2	Os04g0626600,Os04g0626700
4	537	32049063	32065731	3	Os04g0630100,Os04g0630300,Os04g0630400
4	537	32078504	32135388	4	Os04g0630600,Os04g0630800,Os04g0630900,Os04g0631000
4	3	32173571	32232359	8	Os04g0631800,Os04g0632100,Os04g0632300,Os04g0632500,Os04g0632600,Os04g0632901,Os04g0633200,Os04g0633300
4	3	32239057	32248172	2	Os04g0633600,Os04g0633800
4	1042	32248949	32276841	3	Os04g0633900,Os04g0634000,Os04g0634400
4	263	32294993	32333991	5	Os04g0634800,Os04g0635000,Os04g0635100,Os04g0635400,Os04g0635500
4	1476	32448789	32455327	2	Os04g0638100,Os04g0638401
4	2798	32476494	32479514	2	Os04g0639000,Os04g0639100
4	4928	32525473	32537644	2	Os04g0639700,Os04g0639800
4	2800	32963581	32994650	3	Os04g0647900,Os04g0648200,Os04g0648400
4	1813	33399564	33409844	2	Os04g0654800,Os04g0655000
4	711	33418637	33422584	2	Os04g0655300,Os04g0655400
4	1065	33517229	33525163	2	Os04g0657100,Os04g0657300
4	697	33925445	33930533	2	Os04g0664500,Os04g0664600
4	201	33940929	33946513	2	Os04g0664800,Os04g0664900
4	4937	34060040	34070800	2	Os04g0667200,Os04g0667400
4	2804	34148182	34154923	3	Os04g0669500,Os04g0669600,Os04g0669700
4	4938	34155536	34164342	2	Os04g0669800,Os04g0669900
4	115	34173356	34207906	2	Os04g0670200,Os04g0670500
4	2578	34239841	34248323	2	Os04g0671200,Os04g0671300
4	1072	34541271	34553030	2	Os04g0676600,Os04g0676650
4	2295	34669394	34676866	2	Os04g0679000,Os04g0679050
4	765	35187454	35246736	6	Os04g0688100,Os04g0688200,Os04g0688300,Os04g0688500,Os04g0688600,Os04g0689000
4	4925	35445566	35459864	2	Os04g0692700,Os04g0692750
4	4953	35492782	35497285	2	Os04g0693200,Os04g0693250
5	212	189770	193927	2	Os05g0103300,Os05g0103400
5	1309	227008	258418	4	Os05g0104150,Os05g0104200,Os05g0104600,Os05g0104700
5	738	338917	348856	2	Os05g0106200,Os05g0106300
5	3381	368284	375683	2	Os05g0106800,Os05g0106900
5	1436	494751	516038	2	Os05g0109100,Os05g0109400
5	4961	890730	903040	2	Os05g0116500,Os05g0116700
5	4966	1348492	1404503	2	Os05g0124000,Os05g0124600
5	7	1461362	1469116	2	Os05g0125300,Os05g0125400
5	2810	1761969	1782890	2	Os05g0130200,Os05g0130300
5	2811	1830765	1844553	2	Os05g0131100,Os05g0131401
5	296	2010153	2046373	3	Os05g0134400,Os05g0134700,Os05g0134800
5	94	2073613	2082747	2	Os05g0135400,Os05g0135500
5	160	2165243	2171491	2	Os05g0137100,Os05g0137200
5	457	2251313	2259688	2	Os05g0139200,Os05g0139300
5	2064	2351573	2371823	2	Os05g0141000,Os05g0141200
5	4972	2452663	2465034	2	Os05g0142200,Os05g0142400
5	4975	2625815	2649055	2	Os05g0145700,Os05g0146100
5	162	2793637	2797546	2	Os05g0148800,Os05g0148900
5	466	2819814	2826912	2	Os05g0149300,Os05g0149400
5	2816	3036073	3047055	3	Os05g0152600,Os05g0152700,Os05g0152900
